NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small,Adjusted Degree Centrality,Adjusted Betweenness Centrality,Adjusted Closeness Centrality
CIV,1984,4,25,15,33,Ivory Coast,0,1,0,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.2976520113110967,0.0176622222222222,0.0,0.9444444444444444,1.0869565217391304,0.0007803790412486,0.6865671641791045,-0.3267244648171001,0.0,1.3333333333333333,-27.613333333333333,-7.350666666666665,0.0,0.0666666666666666,0.16,0.0633484162895927,0.2339606969823987,0.0001679717824489,0.0373630818728117
CMR,1984,6,25,46,43,Cameroon,0,0,1,1,United States,0.0,0,0,0,2,0.0001199976000479,0.0014513788098693,0.0,174.0,0.4647827121265058,-0.003803213610586,0.1025641025641025,0.8928571428571429,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.234491598079246,-0.1071428571428571,1.0,-41.498260869565215,-11.749478260869564,0.0,0.3260869565217391,0.24,0.1447963800904977,,,
COL,1984,8,25,39,33,Colombia,0,1,0,1,United States,0.0,0,0,0,4,0.0002399952000959,0.0014513788098693,0.0,174.0,0.4337770650240165,-0.011000788954635,0.064516129032258,0.9375,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.9226955138253176,0.0975,3.3,-55.33435897435897,-14.290307692307692,0.0,0.1025641025641025,0.32,0.1538461538461538,,,
DEN,1984,11,25,60,27,Denmark,0,3,3,6,United States,0.0,0,0,0,135,0.0080998380032399,0.0087082728592162,0.0,29.0,0.4022290627190764,0.11459,0.6875,0.8243243243243243,1.0869565217391304,0.0007803790412486,0.6865671641791045,6.476561523798733,-0.1090090090090089,7.321428571428571,-12.22,1.4589999999999992,0.0,0.05,0.44,0.1493212669683258,0.7230719070505355,0.0005191285486516,0.1154732192693534
DOM,1984,7,25,19,43,Dominican Republic,0,0,1,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.4592870995949307,-0.0176291782086795,0.0,0.7083333333333334,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.1847927133848362,0.0,1.6666666666666667,-48.38736842105264,-13.349543859649124,0.0,0.0526315789473684,0.28,0.090497737556561,,,
EGY,1984,15,25,113,33,Egypt,0,1,0,1,United States,0.0,0,0,0,16,0.0009599808003839,0.0014513788098693,0.0,174.0,0.0,-0.0166613673741089,-0.175,0.9256756756756755,1.0869565217391304,0.0007803790412486,0.6865671641791045,-3.3046082182690606,-0.0743243243243244,3.3,-103.79115044247789,-28.82734513274336,0.0,0.1061946902654867,0.6,0.334841628959276,2.55856267709618,0.0018369167938126,0.4085976320555107
ESP,1984,23,25,179,20,Spain,1,2,2,5,United States,0.2,0,0,0,22,0.0013199736005279,0.0072568940493468,0.2,34.8,0.0,0.018518379576168,0.0,0.8093385214007782,1.7391304347826086,0.0825569358178053,0.8846153846153846,2.272326807373013,-0.0769174027698379,8.5,-31.068067039106147,-3.3704201117318444,0.0,0.0111731843575419,0.92,0.4705882352941176,-2.525003551167608,-0.119862519765248,-0.2878721721051002
FIN,1984,15,25,86,15,Finland,4,2,6,12,United States,0.3333333333333333,0,0,0,277,0.0166196676066478,0.0174165457184325,0.3333333333333333,14.5,1.4913129222427757,0.2249840995132503,0.25,0.8411214953271028,1.9565217391304348,0.1278582930756844,0.9787234042553192,18.35092755210953,-0.1108785046728971,12.16,-7.960465116279069,6.123860465116279,0.0,0.0116279069767441,0.6,0.3438914027149321,4.900174766058958,0.3202254126955401,0.4220093530720698
FRA,1984,21,25,238,12,France,5,7,16,28,United States,0.1785714285714285,0,0,0,447,0.0268194636107277,0.0406386066763425,0.1785714285714285,6.214285714285714,3.252642682879656,0.3252403770433122,0.5,0.7853107344632768,1.9565217391304348,0.1132045088566829,0.9787234042553192,36.34863441102074,-0.0546892655367231,27.03448275862069,-4.262352941176471,17.645432048681542,0.0,0.0084033613445378,0.84,0.6289592760180995,8.171450986485203,0.4728008266254404,0.6490536894670679
FRG,1984,25,25,389,3,West Germany,17,19,23,59,United States,0.288135593220339,0,0,0,164,0.0098398032039359,0.0856313497822931,0.288135593220339,2.949152542372881,4.572269321448111,0.5766644153818702,-0.25,0.6549912434325744,2.0,0.0425120772946859,1.0,50.57086514644701,-0.0817344202842397,40.8,-1.7974815912160689,28.020755522635174,0.0,0.0051413881748071,1.0,0.8778280542986425,9.921536488958992,0.210892563050336,0.3187085743660011
GBR,1984,20,25,337,11,Great Britain,5,11,21,37,United States,0.1351351351351351,0,0,0,564,0.0338393232135357,0.0537010159651669,0.1351351351351351,4.702702702702703,2.960795379784805,0.2710859420161945,-0.6451612903225806,0.650294695481336,2.0,0.0007803790412486,1.0,33.832277664160095,-0.0143394508601274,22.2093023255814,-2.8523698772956934,14.690800664718267,0.0,0.0029673590504451,0.8,0.8597285067873304,7.851943524013296,0.0030637460796038,0.6814894379332295
GBR,1984,20,25,337,33,Ireland,0,1,0,1,United States,0.0,0,0,0,565,0.0338993220135597,0.0014513788098693,0.0,174.0,0.0,-0.0047396433722189,2.0,0.650294695481336,2.0,0.0007803790412486,1.0,-4.161915824559075,0.0,22.2093023255814,-138.39703264094956,-25.97259816437789,0.0,0.0029673590504451,0.8,0.8597285067873304,7.851943524013296,0.0030637460796038,0.6814894379332295
GRE,1984,11,25,63,30,Greece,0,1,1,2,United States,0.0,0,0,0,66,0.0039599208015839,0.0029027576197387,0.0,87.0,0.0,0.0096270597127739,0.3636363636363636,0.9178082191780822,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.0169939465821103,0.0289193302891933,6.25,-37.80825396825397,-6.967476190476191,0.0,0.0317460317460317,0.44,0.2217194570135746,-0.0129469008023689,-9.295210832470013e-06,-0.0020675956300235
IRL,1984,10,25,42,33,Ireland,0,1,0,1,United States,0.0,0,0,0,13,0.0007799844003119,0.0014513788098693,0.0,174.0,0.0,-0.021078231292517,0.064516129032258,0.6363636363636364,1.0869565217391304,0.0007803790412486,0.6865671641791045,-3.4143613043890024,-0.2759170653907496,2.7142857142857144,-69.17619047619048,-18.852857142857147,0.0,0.0952380952380952,0.4,0.1583710407239819,2.1809497895669825,0.0015658101053301,0.3482935663942441
ISL,1984,5,25,30,43,Iceland,0,0,1,1,United States,0.0,0,0,0,2,0.0001199976000479,0.0014513788098693,0.0,174.0,0.4055330937390905,0.0010999999999999,0.3870967741935484,0.8857142857142857,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.5425808292203341,-0.1142857142857143,1.0,-34.56666666666667,-9.670000000000002,0.0,0.5,0.2,0.0769230769230769,-0.8084324900173131,-0.000580413069756,-0.1291051433114441
ITA,1984,23,25,268,5,Italy,14,6,12,32,United States,0.4375,0,0,0,366,0.0219595608087838,0.04644412191582,0.4375,5.4375,3.5320354358628734,0.2980647492223787,0.0,0.7934782608695652,2.0,0.081159420289855,1.0,39.287358884694925,0.0742664382094666,23.07407407407408,-3.9630970149253737,14.962922747374236,0.0555555555555555,0.0111940298507462,0.92,0.6832579185520362,8.181522017715768,0.3320037920232485,0.3162605149705255
JAM,1984,5,25,45,28,Jamaica,0,1,2,3,United States,0.0,0,0,0,18,0.0010799784004319,0.0043541364296081,0.0,58.0,0.0047271826342559,0.0687916666666665,-0.1764705882352941,0.68,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.6003673461370005,0.1175,5.3125,-11.333333333333334,0.3187499999999996,0.0,0.0222222222222222,0.2,0.1583710407239819,0.0540796008711591,3.882638011262709e-05,0.0086364102221413
JPN,1984,22,25,226,7,Japan,10,8,14,32,United States,0.3125,0,0,0,232,0.0139197216055678,0.04644412191582,0.3125,5.4375,3.288135077940987,0.3445609095892752,0.4,0.7123287671232876,1.9565217391304348,0.0644122383252818,0.9787234042553192,36.82491192039261,0.0324507183427997,22.09090909090909,-3.7634070796460177,14.334614239742557,0.0,0.0221238938053097,0.88,0.665158371040724,7.796804650773429,0.2566849267744339,0.4064557438047936
KEN,1984,5,25,61,23,Kenya,1,0,2,3,United States,0.3333333333333333,0,0,0,22,0.0013199736005279,0.0043541364296081,0.3333333333333333,58.0,0.000125232544091,0.0626223719843713,0.2105263157894736,0.9104477611940298,1.7391304347826086,0.0825569358178053,0.8846153846153846,1.3798990411631404,-0.046073977936405,8.76923076923077,-11.350819672131149,2.7332156368221945,0.0,0.0163934426229508,0.2,0.1493212669683258,0.5565576033478928,0.0264199219446395,0.0634523646920334
KOR,1984,19,25,174,10,South Korea,6,6,7,19,United States,0.3157894736842105,0,1,0,37,0.0022199556008879,0.0275761973875181,0.3157894736842105,9.157894736842104,2.510829553517679,0.2241312046816347,-0.4736842105263157,0.7125,2.0,0.1611916264090177,1.0,28.98773298729961,-0.0522058823529411,17.647058823529413,-6.0908045977011485,10.525699797160245,0.0769230769230769,0.0057471264367816,0.76,0.4343891402714932,6.900712576148983,0.5561685417653085,0.4944435802225128
MAR,1984,6,25,34,18,Morocco,2,0,0,2,United States,1.0,0,0,0,3,0.0001799964000719,0.0029027576197387,1.0,87.0,-0.1321558040869019,0.0318620949984271,-0.4375,0.9714285714285714,1.9130434782608696,0.1022296544035674,0.9583333333333334,-0.9090390303534732,-0.0285714285714285,2.272727272727273,-20.58117647058824,-4.58344385026738,0.0,0.1176470588235294,0.24,0.0814479638009049,0.6663073072458708,0.0356062820946657,0.0676019496611173
MEX,1984,18,25,98,17,Mexico,2,3,1,6,United States,0.3333333333333333,0,0,0,37,0.0022199556008879,0.0087082728592162,0.3333333333333333,29.0,0.0,0.0392063306955434,-0.4137931034482758,0.7354838709677419,1.9130434782608696,0.1022296544035674,0.9583333333333334,2.728334290593917,0.0598081952920662,3.4761904761904763,-20.09877551020408,-3.596299319727891,0.0,0.010204081632653,0.72,0.3936651583710407,-7.601291813310874,-0.4061995683453421,-0.7712089315768033
NED,1984,15,25,135,13,Netherlands,5,2,6,13,United States,0.3846153846153846,0,0,0,142,0.0085198296034079,0.0188679245283018,0.3846153846153846,13.384615384615383,1.5438931779607064,0.1583300411522634,-0.5666666666666667,0.5405405405405406,1.9565217391304348,0.1132045088566829,0.9787234042553192,19.073264724416024,-0.200530888030888,12.346153846153848,-7.334472934472933,6.441965811965813,0.0,0.0962962962962963,0.6,0.334841628959276,5.061093242032774,0.2928352715349006,0.4019997485038044
NGR,1984,4,25,32,30,Nigeria,0,1,1,2,United States,0.0,0,0,0,4,0.0002399952000959,0.0029027576197387,0.0,87.0,0.0618086623892823,0.0489699652777777,-0.3023255813953488,0.9166666666666666,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.008769074259651,0.2222222222222222,2.7777777777777777,-13.6975,-2.164805555555555,0.0,0.15625,0.16,0.1085972850678733,-0.2678099667780976,-0.0001922738223022,-0.042768746392638
NOR,1984,17,25,103,28,Norway,0,1,2,3,United States,0.0,0,0,0,103,0.0061798764024719,0.0043541364296081,0.0,58.0,0.0,0.0085769064002262,0.3333333333333333,0.7954545454545454,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.1837104091619508,-0.128596087456847,6.52,-38.73087378640777,-7.055262135922331,0.0,0.145631067961165,0.68,0.3438914027149321,-1.9594031564706464,-0.0014067509841327,-0.3129129871012745
NZL,1984,18,25,130,8,New Zealand,8,1,2,11,United States,0.7272727272727273,0,0,0,39,0.0023399532009359,0.0159651669085631,0.7272727272727273,15.818181818181818,0.944903222602757,0.0946317159763313,-0.5555555555555556,0.7469135802469136,2.0,0.1328502415458937,1.0,12.849385952506651,-0.0592088687326782,6.227272727272728,-10.584475524475524,1.1837482517482525,0.0,0.0076923076923076,0.72,0.3438914027149321,1.8493460567059483,0.1228430351676656,0.1116403131344798
PAK,1984,5,25,31,25,Pakistan,1,0,0,1,United States,1.0,0,0,0,8,0.0004799904001919,0.0014513788098693,1.0,174.0,0.376050853929621,0.0012892819979188,-0.3243243243243243,1.0,1.7391304347826086,0.0825569358178053,0.8846153846153846,0.5410079161852397,0.0,1.1,-34.56774193548387,-9.600322580645162,0.0444444444444444,0.5161290322580645,0.2,0.0678733031674208,-1.274241481981823,-0.0604885465405061,-0.1452745137862897
PER,1984,10,25,35,33,Peru,0,1,0,1,United States,0.0,0,0,0,2,0.0001199976000479,0.0014513788098693,0.0,174.0,-0.4016602138810659,-0.0287183673469387,0.5,0.5681818181818182,1.0869565217391304,0.0007803790412486,0.6865671641791045,-7.603818149309622,-0.4318181818181817,1.0,-69.17142857142858,-20.051428571428573,0.0,0.0571428571428571,0.4,0.1312217194570135,3.0303177986616245,0.0021756127785262,0.4839360348655092
POR,1984,11,25,38,23,Portugal,1,0,2,3,United States,0.3333333333333333,0,0,0,12,0.0007199856002879,0.0043541364296081,0.3333333333333333,58.0,0.0,0.0294054016620498,-0.2333333333333333,0.7708333333333334,1.7391304347826086,0.0825569358178053,0.8846153846153846,1.4711676963899878,-0.2291666666666666,1.75,-25.00105263157895,-6.2753157894736855,0.0,0.0526315789473684,0.44,0.1447963800904977,-4.463661154623236,-0.2118910577864303,-0.5088958514645888
PUR,1984,13,25,51,30,Puerto Rico,0,1,1,2,United States,0.0,0,0,0,4,0.0002399952000959,0.0029027576197387,0.0,87.0,0.0,-0.0095754325259515,-0.1891891891891892,0.8275862068965517,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.1915881344472122,0.0061576354679803,1.375,-44.68078431372549,-12.441735294117644,0.0,0.0196078431372549,0.52,0.2036199095022624,-0.2959705892639651,-0.0002124917051125,-0.0472659446703811
ROU,1984,13,25,124,2,Romania,20,16,17,53,United States,0.3773584905660377,0,0,0,177,0.0106197876042479,0.0769230769230769,0.3773584905660377,3.2830188679245285,1.6184241341274834,0.885915296566077,-0.7142857142857143,0.4974093264248704,2.0,0.0217391304347826,1.0,22.22573155983272,-0.1515582251975485,15.65,-0.7597504564820452,10.727074863055387,0.0,0.0483870967741935,0.52,0.3891402714932127,6.42504808048224,0.0698374791356765,0.1748829655042503
SUI,1984,18,25,129,26,Switzerland,0,4,4,8,United States,0.0,0,0,0,152,0.0091198176036479,0.011611030478955,0.0,21.75,0.7244182425786201,0.0671348436592351,0.3684210526315789,0.7183673469387755,1.0869565217391304,0.0007803790412486,0.6865671641791045,9.970529730830286,-0.1769814902705269,7.555555555555555,-14.87798449612403,0.8254935400516796,0.0,0.0310077519379844,0.72,0.4117647058823529,0.6527356960639707,0.0004686307561484,0.1042406590846311
SWE,1984,19,25,172,16,Sweden,2,11,6,19,United States,0.1052631578947368,0,0,0,422,0.0253194936101277,0.0275761973875181,0.1052631578947368,9.157894736842104,2.523081327251864,0.2354849393065319,0.4545454545454545,0.7283464566929134,1.9130434782608696,0.1022296544035674,0.9583333333333334,28.7603734143254,-0.0477729462921612,18.77777777777778,-6.08953488372093,11.317583979328166,0.0,0.005813953488372,0.76,0.6244343891402715,6.720580522102834,0.3591359171776397,0.6818540652459529
SYR,1984,5,25,9,33,Syria,0,1,0,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.3669347208599663,0.0039259259259259,0.0,1.0,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.3248919146332649,0.0,1.0,-34.48888888888889,-9.646666666666668,0.0,0.1111111111111111,0.2,0.0407239819004524,-0.408718976726116,-0.0002934392653418,-0.0652716494152801
THA,1984,5,25,35,33,Thailand,0,1,0,1,United States,0.0,0,0,0,2,0.0001199976000479,0.0014513788098693,0.0,174.0,0.3531472611174039,0.0060296846011131,-0.1081081081081081,0.725,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.2377310185825711,-0.1620967741935484,3.5454545454545454,-34.57142857142857,-7.889610389610389,0.0,0.0571428571428571,0.2,0.1131221719457013,-0.2257759164547403,-0.0001620955297623,-0.0360559878655268
TPE,1984,12,25,38,43,Chinese Taipei,0,0,1,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.0,-0.0332856571252692,0.0,0.75,1.0869565217391304,0.0007803790412486,0.6865671641791045,-3.4206761846190954,0.0,3.2222222222222223,-83.0136842105263,-22.64854970760233,0.0,0.0526315789473684,0.48,0.1809954751131221,2.3573360164652604,0.0016924463707955,0.3764621140256974
TUR,1984,10,25,46,40,Turkey,0,0,3,3,United States,0.0,0,0,0,45,0.0026999460010799,0.0043541364296081,0.0,58.0,0.0,0.0455913673597983,0.2121212121212121,0.9516129032258064,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.3323930809844529,-0.0283870967741936,5.444444444444445,-22.734782608695653,-3.009323671497585,0.0,0.0217391304347826,0.4,0.2217194570135746,-0.5569861363063093,-0.0003998874824763,-0.0889496350508792
USA,1984,25,25,519,1,United States,83,61,30,174,United States,0.4770114942528735,0,0,1,1692,0.1015179696406071,0.2525399129172714,0.4770114942528735,1.0,5.467161134142223,2.484759263590498,-0.6666666666666666,0.6305916305916306,2.0,0.0,1.0,64.82069802715478,-0.0408885138127015,91.44827586206895,0.3352601156069364,64.11437113813037,0.0,0.001926782273603,1.0,0.9819004524886876,12.064223432252223,0.0,0.0754013964515764
VEN,1984,10,25,26,40,Venezuela,0,0,3,3,United States,0.0,0,0,0,8,0.0004799904001919,0.0043541364296081,0.0,58.0,0.0,0.0489763313609467,0.25,0.9772727272727272,1.0869565217391304,0.0007803790412486,0.6865671641791045,1.3259716298930064,-0.0227272727272728,1.5,-22.684615384615384,-5.755384615384616,0.0,0.0384615384615384,0.4,0.1312217194570135,-1.5655635003093151,-0.0011239943079143,-0.2500175371060008
YUG,1984,16,25,139,9,Yugoslavia,7,4,7,18,United States,0.3888888888888889,0,0,0,71,0.0042599148017039,0.0261248185776487,0.3888888888888889,9.666666666666666,1.1652665402658489,0.1621922881838413,-0.3571428571428571,0.7727272727272727,2.0,0.1468599033816425,1.0,15.384209943195916,-0.0717171717171717,5.928571428571429,-5.417170263788968,2.52484892086331,0.0967741935483871,0.1079136690647482,0.64,0.2398190045248869,3.17204400982766,0.2329230384028039,0.2084486063601033
ZAM,1984,3,25,16,43,Zambia,0,0,1,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.2129985523075682,0.0280671875,0.0,1.0,1.0869565217391304,0.0007803790412486,0.6865671641791045,-1.1399881535901044,0.0,1.0,-20.6975,-5.509249999999999,0.0,0.0625,0.12,0.0814479638009049,0.5297627553350426,0.0003803424910097,0.0846021124746377
AHO,1988,3,27,3,36,Netherlands Antilles,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.1006066987903328,0.2144444444444444,0.0,0.75,1.2156862745098038,0.000878431372549,0.7183098591549296,-0.0817476420102687,0.0,1.0,-14.22222222222222,-3.5666666666666664,0.0,0.3333333333333333,0.1111111111111111,0.0168776371308016,0.0349384456628129,2.5245844607968078e-05,0.0052161001704153
ARG,1988,18,27,118,35,Argentina,0,1,1,2,South Korea,0.0,0,0,0,46,0.0027599448011039,0.0027063599458728,0.0,66.0,0.0,-0.0005083309393852,0.0606060606060606,0.7611940298507462,1.2156862745098038,0.000878431372549,0.7183098591549296,0.9516716694348212,-0.1575051571411237,3.85,-43.31638418079096,-10.299915254237286,0.0,0.135593220338983,0.6666666666666666,0.2236286919831223,-4.768855525179232,-0.0034458827020649,-0.7119614981627358
AUS,1988,24,27,252,15,Australia,3,6,5,14,South Korea,0.2142857142857142,0,0,0,215,0.0128997420051598,0.0189445196211096,0.2142857142857142,9.428571428571429,3.1680376563841,0.122955614344503,0.0714285714285714,0.6902654867256637,1.843137254901961,0.0607541478129713,0.9272727272727272,35.01322633364873,0.016674982274625,20.51851851851852,-7.436507936507937,12.13201058201058,0.0,0.0079365079365079,0.8888888888888888,0.6118143459915611,6.952787370371538,0.2291802580020995,0.7427996365044102
AUT,1988,17,27,73,29,Austria,1,0,0,1,South Korea,1.0,0,0,0,74,0.0044399112017759,0.0013531799729364,1.0,132.0,0.0,-0.0165779086533449,0.3181818181818182,0.90625,1.7254901960784317,0.0630417295123177,0.8793103448275862,-1.8301614662630965,0.2216346153846153,3.769230769230769,-82.4677828513445,-22.10187331694181,0.0,0.0273972602739726,0.6296296296296297,0.2616033755274262,2.7925291781814683,0.1020265832319855,0.3368909272935991
BEL,1988,16,27,59,44,Belgium,0,0,2,2,South Korea,0.0,0,0,0,124,0.0074398512029759,0.0027063599458728,0.0,66.0,0.0,0.0089986913083724,1.0952380952380951,0.5882352941176471,1.2156862745098038,0.000878431372549,0.7183098591549296,0.5541293135431551,-0.1559507523939808,6.0,-38.48462021343377,-7.345386064030132,0.0,0.0338983050847457,0.5925925925925926,0.2742616033755274,-0.6353303088420588,-0.0004590773844536,-0.0948510006485016
BRA,1988,21,27,157,24,Brazil,1,2,3,6,South Korea,0.1666666666666666,0,0,0,36,0.0021599568008639,0.0081190798376184,0.1666666666666666,22.0,0.4362105249505146,0.0394641973305204,0.2631578947368421,0.776824034334764,1.7254901960784317,0.0630417295123177,0.8793103448275862,7.065815794521565,-0.0708917017058451,7.45,-16.29511677282378,0.3264649681528668,0.0,0.0127388535031847,0.7777777777777778,0.4472573839662447,0.3581463595168742,0.0130850734323487,0.0432068033906952
BUL,1988,16,27,172,7,Bulgaria,10,12,13,35,South Korea,0.2857142857142857,0,0,0,151,0.0090598188036239,0.047361299052774,0.2857142857142857,3.7714285714285714,1.6551498289454951,0.3832307496191192,1.3333333333333333,0.5658362989323843,2.0,0.1062745098039215,1.0,20.38779431730275,-0.0915944315462051,13.235294117647058,-1.438839670235019,8.833053981282434,0.0,0.005813953488372,0.5925925925925926,0.5063291139240507,5.889788148705814,0.3129671741763285,0.3109515482235989
CAN,1988,23,27,328,19,Canada,3,2,5,10,South Korea,0.3,0,0,0,177,0.0106197876042479,0.013531799729364,0.3,13.2,2.2314621118151057,0.0470942808513449,2.1666666666666665,0.6401590457256461,1.843137254901961,0.0607541478129713,0.9272727272727272,24.497013327026533,0.0300191855857859,12.22222222222222,-10.362104787714545,5.44692411924119,0.0,0.048780487804878,0.8518518518518519,0.8143459915611815,4.908800786172507,0.1618056429353753,0.524430742004218
CHI,1988,6,27,17,36,Chile,0,1,0,1,South Korea,0.0,0,0,0,8,0.0004799904001919,0.0013531799729364,0.0,132.0,0.2769596303932768,0.0152753748558246,0.3333333333333333,0.9565217391304348,1.2156862745098038,0.000878431372549,0.7183098591549296,1.0008573567355228,0.0030333670374116,1.875,-29.052287581699343,-7.403186274509803,0.0,0.0588235294117647,0.2222222222222222,0.0590717299578059,-1.642084706004405,-0.0011865386262741,-0.2451533876889828
CHN,1988,25,27,271,11,China,5,11,12,28,South Korea,0.1785714285714285,0,0,0,60,0.0035999280014399,0.0378890392422192,0.1785714285714285,4.714285714285714,4.454939103872039,0.5544129180037187,1.75,0.5456674473067916,1.9215686274509804,0.0766666666666666,0.9622641509433962,48.45734761675585,-0.0735275991328369,63.8,-3.3358324059431075,43.659250278217065,0.0,0.011070110701107,0.925925925925926,0.6286919831223629,10.298127651802073,0.4108742767198581,0.8961334902086715
COL,1988,10,27,40,46,Colombia,0,0,1,1,South Korea,0.0,0,0,0,5,0.0002999940001199,0.0013531799729364,0.0,132.0,0.0,-0.0055951388888888,0.3939393939393939,0.7368421052631579,1.2156862745098038,0.000878431372549,0.7183098591549296,-1.8317222448670465,-0.2006578947368421,3.3,-48.49351851851851,-12.238055555555556,0.0,0.1,0.3703703703703703,0.1434599156118143,1.4297555013681926,0.0010331136526015,0.2134539122407685
CRC,1988,6,27,16,36,Costa Rica,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.2580179795718232,0.0138671874999999,0.0,0.3939393939393939,1.2156862745098038,0.000878431372549,0.7183098591549296,0.94516044358033,0.0,1.3333333333333333,-29.04861111111111,-7.78125,0.0,0.125,0.2222222222222222,0.0759493670886076,-1.6165420919354188,-0.001168082027721,-0.2413400287638632
DEN,1988,15,27,78,23,Denmark,2,1,1,4,South Korea,0.5,0,0,0,139,0.0083398332033359,0.0054127198917456,0.5,33.0,-0.1898435081756795,0.0502925706771859,-0.1481481481481481,0.6923076923076923,1.8823529411764703,0.0888784313725491,0.9444444444444444,0.6034995060137587,-0.132016632016632,7.321428571428571,-17.726495726495727,-0.1929487179487186,0.0,0.0384615384615384,0.5555555555555556,0.3080168776371308,-0.0220475728851825,-0.0010410128997287,-0.0024582363286333
DJI,1988,2,27,6,46,Djibouti,0,0,1,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.0695033633885996,0.1306481481481481,0.0,1.0,1.2156862745098038,0.000878431372549,0.7183098591549296,-0.6152038321411419,0.0,1.0,-9.537037037037027,-2.161111111111108,0.0,0.1666666666666666,0.074074074074074,0.0210970464135021,0.1517504152022976,0.0001096519129203,0.0226554258949131
ESP,1988,24,27,226,25,Spain,1,1,2,4,South Korea,0.25,0,1,0,26,0.0015599688006239,0.0054127198917456,0.25,33.0,0.0,0.0131362414180175,0.25,0.7949526813880127,1.7254901960784317,0.0630417295123177,0.8793103448275862,2.2275248837356165,-0.0143858400127655,8.5,-28.426745329400195,-2.5780235988200584,0.0,0.0088495575221238,0.8888888888888888,0.5485232067510548,-1.4734464625457298,-0.0538331736417858,-0.177756690588193
FIN,1988,15,27,78,25,Finland,1,1,2,4,South Korea,0.25,0,0,0,281,0.0168596628067438,0.0054127198917456,0.25,33.0,0.937802583705189,0.0676618014464167,0.6666666666666666,0.7227722772277227,1.7254901960784317,0.0630417295123177,0.8793103448275862,11.521331249723923,-0.11834921809938,12.16,-17.726495726495727,3.194051282051281,0.0,0.0128205128205128,0.5555555555555556,0.2784810126582278,2.662935539879363,0.0972918086670959,0.3212567411514946
FRA,1988,23,27,266,9,France,6,4,6,16,South Korea,0.375,0,0,0,463,0.0277794444111117,0.0216508795669824,0.375,8.25,3.297620067240842,0.1629437910739167,-0.25,0.7046004842615012,1.96078431372549,0.088627450980392,0.9807692307692308,36.58630530641033,-0.0807102502017755,27.03448275862069,-6.115775549986076,17.08940526603866,0.0,0.0037593984962406,0.8518518518518519,0.7046413502109705,8.14002931650161,0.3679293251058725,0.6320064552901699
FRG,1988,24,27,347,5,West Germany,11,14,15,40,South Korea,0.275,0,0,0,204,0.0122397552048959,0.054127198917456,0.275,3.3,3.8988052053942144,0.4378241936510835,0.6666666666666666,0.686046511627907,1.96078431372549,0.0481045751633986,0.9807692307692308,43.11864133680443,0.0310552681953325,40.8,-1.929170669228306,27.981248799231505,0.0,0.0028818443804034,0.8888888888888888,0.8143459915611815,9.414037470521398,0.2309577192767915,0.4663983135395458
GBR,1988,22,27,345,12,Great Britain,5,10,9,24,South Korea,0.2083333333333333,0,0,0,589,0.0353392932141357,0.0324763193504736,0.2083333333333333,5.5,3.005684501695527,0.1702078691695606,-0.6363636363636364,0.6186440677966102,1.9215686274509804,0.0766666666666666,0.9622641509433962,33.972737422432964,-0.0316506276847258,22.2093023255814,-3.597101449275362,14.467381193124366,0.0,0.0028985507246376,0.8148148148148148,0.8016877637130801,7.522963505090086,0.3001508908663493,0.6546412872779964
GDR,1988,16,27,259,2,East Germany,37,35,30,102,South Korea,0.3627450980392157,0,0,0,409,0.0245395092098158,0.1380243572395128,0.3627450980392157,1.2941176470588236,2.8549878616167743,2.6514431011264987,0.0,0.5796019900497512,2.0,0.0196078431372549,1.0,39.02786856868293,-0.0385798281320669,81.8,0.2195304548245724,57.32585913644736,0.0,0.0038610038610038,0.5925925925925926,0.6624472573839663,10.829804788393371,0.1061745567489546,0.1606515544526067
