NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR
NOR,1984,17,25,103,28,Norway,0,1,2,3,United States,0.0,0,0,0,103,0.0061798764024719,0.0043541364296081,0.0,58.0,0.68,0.029126213592233,0.3333333333333333,0.7954545454545454,1.0869565217391304,0.0007803790412486,0.6865671641791045,17.261687142426236,5.482475508067952,-0.12859608745684703
NZL,1984,18,25,130,8,New Zealand,8,1,2,11,United States,0.7272727272727273,0,0,0,39,0.0023399532009359,0.0159651669085631,0.7272727272727273,15.818181818181818,0.72,0.0846153846153846,-0.5555555555555556,0.7469135802469136,2.0,0.1328502415458937,1.0,22.93520909045484,15.606116543069271,-0.05920886873267828
PAK,1984,5,25,31,25,Pakistan,1,0,0,1,United States,1.0,0,0,0,8,0.0004799904001919,0.0014513788098693,1.0,174.0,0.2,0.032258064516129,-0.3243243243243243,1.0,1.7391304347826086,0.0825569358178053,0.8846153846153846,-5.786442470835183,3.944373192116409,0.0
PER,1984,10,25,35,33,Peru,0,1,0,1,United States,0.0,0,0,0,2,0.0001199976000479,0.0014513788098693,0.0,174.0,0.4,0.0285714285714285,0.5,0.5681818181818182,1.0869565217391304,0.0007803790412486,0.6865671641791045,0.3160095494540541,2.0074537080709662,-0.43181818181818177
POR,1984,11,25,38,23,Portugal,1,0,2,3,United States,0.3333333333333333,0,0,0,12,0.0007199856002879,0.0043541364296081,0.3333333333333333,58.0,0.44,0.0789473684210526,-0.2333333333333333,0.7708333333333334,1.7391304347826086,0.0825569358178053,0.8846153846153846,9.782362782828027,4.109563435668448,-0.22916666666666663
PUR,1984,13,25,51,30,Puerto Rico,0,1,1,2,United States,0.0,0,0,0,4,0.0002399952000959,0.0029027576197387,0.0,87.0,0.52,0.0392156862745098,-0.1891891891891892,0.8275862068965517,1.0869565217391304,0.0007803790412486,0.6865671641791045,10.65103746011873,3.067376615547493,0.006157635467980316
ROU,1984,13,25,124,2,Romania,20,16,17,53,United States,0.3773584905660377,0,0,0,177,0.0106197876042479,0.0769230769230769,0.3773584905660377,3.2830188679245285,0.52,0.4274193548387097,-0.7142857142857143,0.4974093264248704,2.0,0.0217391304347826,1.0,20.018400470363428,65.31265594186557,-0.15155822519754852
SUI,1984,18,25,129,26,Switzerland,0,4,4,8,United States,0.0,0,0,0,152,0.0091198176036479,0.011611030478955,0.0,21.75,0.72,0.0620155038759689,0.3684210526315789,0.7183673469387755,1.0869565217391304,0.0007803790412486,0.6865671641791045,21.01789564775063,7.662179933726262,-0.1769814902705269
SWE,1984,19,25,172,16,Sweden,2,11,6,19,United States,0.1052631578947368,0,0,0,422,0.0253194936101277,0.0275761973875181,0.1052631578947368,9.157894736842104,0.76,0.1104651162790697,0.4545454545454545,0.7283464566929134,1.9130434782608696,0.1022296544035674,0.9583333333333334,23.55275810298449,19.13781201505023,-0.04777294629216122
SYR,1984,5,25,9,33,Syria,0,1,0,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.2,0.1111111111111111,0.0,1.0,1.0869565217391304,0.0007803790412486,0.6865671641791045,-5.455863406646933,2.0912483564949182,
THA,1984,5,25,35,33,Thailand,0,1,0,1,United States,0.0,0,0,0,2,0.0001199976000479,0.0014513788098693,0.0,174.0,0.2,0.0285714285714285,-0.1081081081081081,0.725,1.0869565217391304,0.0007803790412486,0.6865671641791045,-6.142096865407511,2.106087762373437,-0.1620967741935484
TPE,1984,12,25,38,43,Chinese Taipei,0,0,1,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.48,0.0263157894736842,0.0,0.75,1.0869565217391304,0.0007803790412486,0.6865671641791045,3.968950529924149,1.9997292607763644,
TUR,1984,10,25,46,40,Turkey,0,0,3,3,United States,0.0,0,0,0,45,0.0026999460010799,0.0043541364296081,0.0,58.0,0.4,0.0652173913043478,0.2121212121212121,0.9516129032258064,1.0869565217391304,0.0007803790412486,0.6865671641791045,7.5163740535724,3.837423516961532,-0.0283870967741936
USA,1984,25,25,519,1,United States,83,61,30,174,United States,0.4770114942528735,0,0,1,1692,0.1015179696406071,0.2525399129172714,0.4770114942528735,1.0,1.0,0.3352601156069364,-0.6666666666666666,0.6305916305916306,2.0,0.0,1.0,36.776003086625785,119.0764724134733,-0.04088851381270153
VEN,1984,10,25,26,40,Venezuela,0,0,3,3,United States,0.0,0,0,0,8,0.0004799904001919,0.0043541364296081,0.0,58.0,0.4,0.1153846153846153,0.25,0.9772727272727272,1.0869565217391304,0.0007803790412486,0.6865671641791045,7.974380344054202,3.335001614980076,-0.022727272727272818
YUG,1984,16,25,139,9,Yugoslavia,7,4,7,18,United States,0.3888888888888889,0,0,0,71,0.0042599148017039,0.0261248185776487,0.3888888888888889,9.666666666666666,0.64,0.1294964028776978,-0.3571428571428571,0.7727272727272727,2.0,0.1468599033816425,1.0,20.501659096758377,14.742075910083074,-0.07171717171717173
ZAM,1984,3,25,16,43,Zambia,0,0,1,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.0014513788098693,0.0,174.0,0.12,0.0625,0.0,1.0,1.0869565217391304,0.0007803790412486,0.6865671641791045,-8.89451369087535,1.998373025588492,
AHO,1988,3,27,3,36,Netherlands Antilles,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.1111111111111111,0.3333333333333333,0.0,0.75,1.2156862745098038,0.000878431372549,0.7183098591549296,-4.130102770960236,2.151542609705423,
ARG,1988,18,27,118,35,Argentina,0,1,1,2,South Korea,0.0,0,0,0,46,0.0027599448011039,0.0027063599458728,0.0,66.0,0.6666666666666666,0.0169491525423728,0.0606060606060606,0.7611940298507462,1.2156862745098038,0.000878431372549,0.7183098591549296,16.60633558500842,3.6861463208601553,-0.15750515714112379
AUS,1988,24,27,252,15,Australia,3,6,5,14,South Korea,0.2142857142857142,0,0,0,215,0.0128997420051598,0.0189445196211096,0.2142857142857142,9.428571428571429,0.8888888888888888,0.0555555555555555,0.0714285714285714,0.6902654867256637,1.843137254901961,0.0607541478129713,0.9272727272727272,28.27695130883345,14.093390117809982,0.01667498227462505
AUT,1988,17,27,73,29,Austria,1,0,0,1,South Korea,1.0,0,0,0,74,0.0044399112017759,0.0013531799729364,1.0,132.0,0.6296296296296297,0.0136986301369863,0.3181818181818182,0.90625,1.7254901960784317,0.0630417295123177,0.8793103448275862,11.190383650476893,5.28651110742457,0.22163461538461537
BEL,1988,16,27,59,44,Belgium,0,0,2,2,South Korea,0.0,0,0,0,124,0.0074398512029759,0.0027063599458728,0.0,66.0,0.5925925925925926,0.0338983050847457,1.0952380952380951,0.5882352941176471,1.2156862745098038,0.000878431372549,0.7183098591549296,12.53562268116627,4.776608122283109,-0.15595075239398082
BRA,1988,21,27,157,24,Brazil,1,2,3,6,South Korea,0.1666666666666666,0,0,0,36,0.0021599568008639,0.0081190798376184,0.1666666666666666,22.0,0.7777777777777778,0.0382165605095541,0.2631578947368421,0.776824034334764,1.7254901960784317,0.0630417295123177,0.8793103448275862,23.03914484037928,4.864395382609839,-0.07089170170584513
BUL,1988,16,27,172,7,Bulgaria,10,12,13,35,South Korea,0.2857142857142857,0,0,0,151,0.0090598188036239,0.047361299052774,0.2857142857142857,3.7714285714285714,0.5925925925925926,0.2034883720930232,1.3333333333333333,0.5658362989323843,2.0,0.1062745098039215,1.0,17.3564015399419,24.43006417562075,-0.09159443154620517
CAN,1988,23,27,328,19,Canada,3,2,5,10,South Korea,0.3,0,0,0,177,0.0106197876042479,0.013531799729364,0.3,13.2,0.8518518518518519,0.0304878048780487,2.1666666666666665,0.6401590457256461,1.843137254901961,0.0607541478129713,0.9272727272727272,23.369961400267464,13.376673256372603,0.03001918558578598
CHI,1988,6,27,17,36,Chile,0,1,0,1,South Korea,0.0,0,0,0,8,0.0004799904001919,0.0013531799729364,0.0,132.0,0.2222222222222222,0.0588235294117647,0.3333333333333333,0.9565217391304348,1.2156862745098038,0.000878431372549,0.7183098591549296,-3.346554070697552,2.4065881374584563,0.0030333670374116384
CHN,1988,25,27,271,11,China,5,11,12,28,South Korea,0.1785714285714285,0,0,0,60,0.0035999280014399,0.0378890392422192,0.1785714285714285,4.714285714285714,0.925925925925926,0.1033210332103321,1.75,0.5456674473067916,1.9215686274509804,0.0766666666666666,0.9622641509433962,27.919737170202826,16.467901470289927,-0.07352759913283691
COL,1988,10,27,40,46,Colombia,0,0,1,1,South Korea,0.0,0,0,0,5,0.0002999940001199,0.0013531799729364,0.0,132.0,0.3703703703703703,0.025,0.3939393939393939,0.7368421052631579,1.2156862745098038,0.000878431372549,0.7183098591549296,1.6640748981570677,2.139048165205207,-0.20065789473684215
CRC,1988,6,27,16,36,Costa Rica,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.2222222222222222,0.0625,0.0,0.3939393939393939,1.2156862745098038,0.000878431372549,0.7183098591549296,-2.818805673789889,2.197702874604589,
DEN,1988,15,27,78,23,Denmark,2,1,1,4,South Korea,0.5,0,0,0,139,0.0083398332033359,0.0054127198917456,0.5,33.0,0.5555555555555556,0.0512820512820512,-0.1481481481481481,0.6923076923076923,1.8823529411764703,0.0888784313725491,0.9444444444444444,15.001482028381512,7.805327322566241,-0.13201663201663205
DJI,1988,2,27,6,46,Djibouti,0,0,1,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.074074074074074,0.1666666666666666,0.0,1.0,1.2156862745098038,0.000878431372549,0.7183098591549296,-7.198248150209912,2.0916509925237423,
ESP,1988,24,27,226,25,Spain,1,1,2,4,South Korea,0.25,0,1,0,26,0.0015599688006239,0.0054127198917456,0.25,33.0,0.8888888888888888,0.0176991150442477,0.25,0.7949526813880127,1.7254901960784317,0.0630417295123177,0.8793103448275862,26.325887795163744,5.792943310142482,-0.01438584001276555
FIN,1988,15,27,78,25,Finland,1,1,2,4,South Korea,0.25,0,0,0,281,0.0168596628067438,0.0054127198917456,0.25,33.0,0.5555555555555556,0.0512820512820512,0.6666666666666666,0.7227722772277227,1.7254901960784317,0.0630417295123177,0.8793103448275862,13.803454270082614,9.586809127512373,-0.11834921809938004
FRA,1988,23,27,266,9,France,6,4,6,16,South Korea,0.375,0,0,0,463,0.0277794444111117,0.0216508795669824,0.375,8.25,0.8518518518518519,0.0601503759398496,-0.25,0.7046004842615012,1.96078431372549,0.088627450980392,0.9807692307692308,27.50012241804083,23.17639737958426,-0.08071025020177558
FRG,1988,24,27,347,5,West Germany,11,14,15,40,South Korea,0.275,0,0,0,204,0.0122397552048959,0.054127198917456,0.275,3.3,0.8888888888888888,0.1152737752161383,0.6666666666666666,0.686046511627907,1.96078431372549,0.0481045751633986,0.9807692307692308,28.351493973430504,33.93477455533595,0.031055268195332553
GBR,1988,22,27,345,12,Great Britain,5,10,9,24,South Korea,0.2083333333333333,0,0,0,589,0.0353392932141357,0.0324763193504736,0.2083333333333333,5.5,0.8148148148148148,0.0695652173913043,-0.6363636363636364,0.6186440677966102,1.9215686274509804,0.0766666666666666,0.9622641509433962,26.954848349895023,31.735511353242345,-0.03165062768472582
GDR,1988,16,27,259,2,East Germany,37,35,30,102,South Korea,0.3627450980392157,0,0,0,409,0.0245395092098158,0.1380243572395128,0.3627450980392157,1.2941176470588236,0.5925925925925926,0.3938223938223938,0.0,0.5796019900497512,2.0,0.0196078431372549,1.0,21.40250171647135,88.148958828238,-0.03857982813206695
GRE,1988,12,27,56,46,Greece,0,0,1,1,South Korea,0.0,0,0,0,67,0.0040199196016079,0.0013531799729364,0.0,132.0,0.4444444444444444,0.0178571428571428,0.5333333333333333,0.7361111111111112,1.2156862745098038,0.000878431372549,0.7183098591549296,4.109023428893113,3.259012508222278,-0.18169710806697104
HUN,1988,20,27,188,6,Hungary,11,6,6,23,South Korea,0.4782608695652174,0,0,0,364,0.0218395632087358,0.0311231393775372,0.4782608695652174,5.739130434782608,0.7407407407407407,0.1223404255319148,0.0,0.746031746031746,1.96078431372549,0.0481045751633986,0.9807692307692308,23.823364742303887,29.883141762158377,0.05725623582766437
INA,1988,11,27,29,36,Indonesia,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.4074074074074074,0.0344827586206896,0.0,0.7674418604651163,1.2156862745098038,0.000878431372549,0.7183098591549296,3.70190844552108,2.255547523039612,
IRI,1988,3,27,23,36,Iran,0,1,0,1,South Korea,0.0,0,0,0,30,0.0017999640007199,0.0013531799729364,0.0,132.0,0.1111111111111111,0.0434782608695652,0.0909090909090909,1.0,1.2156862745098038,0.000878431372549,0.7183098591549296,-7.231809907459085,2.7414567709942856,0.0673076923076924
ISV,1988,6,27,22,36,Virgin Islands,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.2222222222222222,0.0454545454545454,0.0,0.8913043478260869,1.2156862745098038,0.000878431372549,0.7183098591549296,-2.993346831935364,1.9235084334559984,
ITA,1988,23,27,253,10,Italy,6,4,4,14,South Korea,0.4285714285714285,0,0,0,380,0.0227995440091198,0.0189445196211096,0.4285714285714285,9.428571428571429,0.8518518518518519,0.0553359683794466,1.0,0.8074866310160428,1.96078431372549,0.088627450980392,0.9807692307692308,25.54789718927192,15.527324589372297,0.0140083701464776
JAM,1988,5,27,35,34,Jamaica,0,2,0,2,South Korea,0.0,0,0,0,20,0.0011999760004799,0.0027063599458728,0.0,66.0,0.1851851851851851,0.0571428571428571,0.2142857142857142,0.6122448979591837,1.2156862745098038,0.000878431372549,0.7183098591549296,-0.9078166336270608,2.4762559538966844,-0.06775510204081636
JPN,1988,23,27,255,14,Japan,4,3,7,14,South Korea,0.2857142857142857,0,0,0,246,0.0147597048059038,0.0189445196211096,0.2857142857142857,9.428571428571429,0.8518518518518519,0.0549019607843137,1.0,0.6771844660194175,2.0,0.196078431372549,1.0,25.543453060891743,15.16734176195566,-0.035144301103870124
KEN,1988,7,27,74,13,Kenya,5,2,2,9,South Korea,0.5555555555555556,0,0,0,31,0.0018599628007439,0.0121786197564276,0.5555555555555556,14.666666666666666,0.2592592592592592,0.1216216216216216,-0.4347826086956521,0.9318181818181818,1.9215686274509804,0.0766666666666666,0.9622641509433962,6.262802790545402,8.668776687057587,0.021370420624151953
KOR,1988,27,27,399,4,South Korea,12,10,11,33,South Korea,0.3636363636363636,0,0,1,70,0.0041999160016799,0.0446549391069012,0.3636363636363636,4.0,1.0,0.0827067669172932,-0.6,0.6388384754990926,2.0,0.0568627450980392,1.0,33.92633494162668,29.921749938328983,-0.07366152450090746
MAR,1988,4,27,27,28,Morocco,1,0,2,3,South Korea,0.3333333333333333,0,0,0,6,0.0003599928001439,0.0040595399188092,0.3333333333333333,44.0,0.1481481481481481,0.1111111111111111,0.5555555555555556,0.8620689655172413,1.7254901960784317,0.0630417295123177,0.8793103448275862,-1.0043436387197349,3.3780234092174104,-0.1093596059113301
MEX,1988,17,27,81,44,Mexico,0,0,2,2,South Korea,0.0,0,0,0,39,0.0023399532009359,0.0027063599458728,0.0,66.0,0.6296296296296297,0.0246913580246913,1.588235294117647,0.7986111111111112,1.2156862745098038,0.000878431372549,0.7183098591549296,13.078009454688296,2.3303375046735386,0.06312724014336923
MGL,1988,5,27,28,46,Mongolia,0,0,1,1,South Korea,0.0,0,0,0,11,0.0006599868002639,0.0013531799729364,0.0,132.0,0.1851851851851851,0.0357142857142857,0.7037037037037037,0.78125,1.2156862745098038,0.000878431372549,0.7183098591549296,-5.489265695129864,1.5898416801054758,-0.008223684210526327
NED,1988,17,27,147,22,Netherlands,2,2,5,9,South Korea,0.2222222222222222,0,0,0,151,0.0090598188036239,0.0121786197564276,0.2222222222222222,14.666666666666666,0.6296296296296297,0.0612244897959183,0.6923076923076923,0.5792079207920792,1.8823529411764703,0.0888784313725491,0.9444444444444444,17.60239007502225,9.083878147353808,0.0386673802515386
NOR,1988,11,27,69,21,Norway,2,3,0,5,South Korea,0.4,0,0,0,108,0.0064798704025919,0.006765899864682,0.4,26.4,0.4074074074074074,0.072463768115942,-0.25,0.6329113924050633,1.8823529411764703,0.0888784313725491,0.9444444444444444,10.286291181889451,9.477011882569483,-0.16254315304948208
NZL,1988,16,27,83,18,New Zealand,3,2,8,13,South Korea,0.2307692307692307,0,0,0,52,0.0031199376012479,0.0175913396481732,0.2307692307692307,10.153846153846152,0.5925925925925926,0.1566265060240964,1.25,0.8214285714285714,1.843137254901961,0.0607541478129713,0.9272727272727272,16.64683829501929,9.947766017212045,0.07451499118165783
PAK,1988,6,27,30,46,Pakistan,0,0,1,1,South Korea,0.0,0,0,0,9,0.0005399892002159,0.0013531799729364,0.0,132.0,0.2222222222222222,0.0333333333333333,0.84,1.0,1.2156862745098038,0.000878431372549,0.7183098591549296,-4.352522696030585,2.122470402021858,0.0
PER,1988,7,27,21,36,Peru,0,1,0,1,South Korea,0.0,0,0,0,3,0.0001799964000719,0.0013531799729364,0.0,132.0,0.2592592592592592,0.0476190476190476,0.0909090909090909,0.4230769230769231,1.2156862745098038,0.000878431372549,0.7183098591549296,-1.743326407543289,2.244549567907014,-0.14510489510489516
PHI,1988,11,27,31,46,Philippines,0,0,1,1,South Korea,0.0,0,0,0,7,0.0004199916001679,0.0013531799729364,0.0,132.0,0.4074074074074074,0.032258064516129,0.5333333333333333,0.8333333333333334,1.2156862745098038,0.000878431372549,0.7183098591549296,2.894964515022864,2.095422886999154,0.033333333333333326
POL,1988,19,27,143,20,Poland,2,5,9,16,South Korea,0.125,0,0,0,196,0.0117597648047039,0.0216508795669824,0.125,8.25,0.7037037037037037,0.1118881118881118,1.0,0.75,1.8823529411764703,0.0888784313725491,0.9444444444444444,20.745937413217987,14.006788714879132,0.04425837320574166
POR,1988,14,27,65,29,Portugal,1,0,0,1,South Korea,1.0,0,0,0,13,0.0007799844003119,0.0013531799729364,1.0,132.0,0.5185185185185185,0.0153846153846153,0.2608695652173913,0.8351648351648352,1.7254901960784317,0.0630417295123177,0.8793103448275862,7.207352143897899,2.3688361288107123,0.06433150183150182
ROU,1988,10,27,68,8,Romania,7,11,6,24,South Korea,0.2916666666666667,0,0,0,201,0.0120597588048239,0.0324763193504736,0.2916666666666667,5.5,0.3703703703703703,0.3529411764705882,3.0,0.4825581395348837,2.0,0.1209803921568627,1.0,8.171727921477174,26.32061294469074,-0.014851186889986712
SEN,1988,4,27,23,36,Senegal,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.1481481481481481,0.0434782608695652,0.0,0.9714285714285714,1.2156862745098038,0.000878431372549,0.7183098591549296,-5.736624931606745,2.1750853376355908,
SUI,1988,17,27,99,33,Switzerland,0,2,2,4,South Korea,0.0,0,0,0,156,0.0093598128037439,0.0054127198917456,0.0,33.0,0.6296296296296297,0.0404040404040404,0.2692307692307692,0.7549668874172185,1.2156862745098038,0.000878431372549,0.7183098591549296,16.999460324497544,5.136632968858576,0.03659954047844305
SUR,1988,4,27,6,29,Suriname,1,0,0,1,South Korea,1.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,1.0,132.0,0.1481481481481481,0.1666666666666666,0.0,0.6,1.7254901960784317,0.0630417295123177,0.8793103448275862,-4.475206706555395,2.771089546755691,
SWE,1988,23,27,182,32,Sweden,0,4,7,11,South Korea,0.0,0,0,0,433,0.0259794804103917,0.0148849797023004,0.0,12.0,0.8518518518518519,0.0604395604395604,1.0,0.7689243027888446,1.2156862745098038,0.000878431372549,0.7183098591549296,25.458243777935813,13.8083751671034,0.04057784609593118
TCH,1988,17,27,163,17,Czechoslovakia,3,3,2,8,South Korea,0.375,0,0,0,139,0.0083398332033359,0.0108254397834912,0.375,16.5,0.6296296296296297,0.0490797546012269,0.3076923076923077,0.5973451327433629,1.843137254901961,0.0607541478129713,0.9272727272727272,17.94235501384241,11.226497375894295,-0.15028893665726806
THA,1988,4,27,14,46,Thailand,0,0,1,1,South Korea,0.0,0,0,0,3,0.0001799964000719,0.0013531799729364,0.0,132.0,0.1481481481481481,0.0714285714285714,0.3939393939393939,0.8666666666666667,1.2156862745098038,0.000878431372549,0.7183098591549296,-6.029632563953089,2.0341731523413515,0.14166666666666672
TUR,1988,9,27,41,27,Turkey,1,1,0,2,South Korea,0.5,0,0,0,47,0.0028199436011279,0.0027063599458728,0.5,66.0,0.3333333333333333,0.048780487804878,-0.325,0.8431372549019608,1.7254901960784317,0.0630417295123177,0.8793103448275862,5.245553149212191,2.2359590993418674,-0.1084756483238456
URS,1988,27,27,479,1,Soviet Union,55,31,46,132,South Korea,0.4166666666666667,0,0,0,1010,0.0605987880242395,0.1786197564276048,0.4166666666666667,1.0,1.0,0.2755741127348643,0.0,0.642967542503864,2.0,0.0,1.0,35.184628931881726,81.7037337510418,-0.02824457870825725
USA,1988,27,27,526,3,United States,36,31,27,94,South Korea,0.3829787234042553,1,0,0,1786,0.1071578568428631,0.1271989174560216,0.3829787234042553,1.4042553191489362,1.0,0.1787072243346007,2.0,0.6027972027972028,2.0,0.0384313725490196,1.0,31.22981263669565,105.1146982777072,-0.027794427794427756
YUG,1988,18,27,155,16,Yugoslavia,3,4,5,12,South Korea,0.25,0,0,0,83,0.0049799004019919,0.0162381596752368,0.25,11.0,0.6666666666666666,0.0774193548387096,0.7777777777777778,0.7540983606557377,1.843137254901961,0.0607541478129713,0.9272727272727272,19.20643217974169,11.285022907706283,-0.018628912071535053
ALG,1992,7,29,35,34,Algeria,1,0,1,2,Spain,0.5,0,0,0,4,0.0002399952000959,0.0024570024570024,0.5,56.0,0.2413793103448276,0.0571428571428571,-0.1904761904761904,0.9444444444444444,1.6825396825396823,0.0422801213123793,0.863013698630137,2.3049466526775797,3.971029841506308,-0.05555555555555558
ARG,1992,17,29,84,54,Argentina,0,0,1,1,Spain,0.0,0,0,0,47,0.0028199436011279,0.0012285012285012,0.0,112.0,0.5862068965517241,0.0119047619047619,0.5428571428571428,0.7387387387387387,1.1746031746031744,0.0009939459654829,0.7078651685393258,10.34917462113917,3.3765007362026624,-0.022455291112007503
AUS,1992,25,29,278,10,Australia,7,9,11,27,Spain,0.2592592592592592,0,0,0,242,0.0145197096058078,0.0331695331695331,0.2592592592592592,4.148148148148148,0.8620689655172413,0.0971223021582733,-0.3333333333333333,0.5871794871794872,1.968253968253968,0.0814132104454685,0.984375,28.603197560834403,22.79313362336557,-0.10308599954617648
AUT,1992,17,29,102,41,Austria,0,2,0,2,Spain,0.0,0,0,0,76,0.0045599088018239,0.0024570024570024,0.0,56.0,0.5862068965517241,0.0196078431372549,0.4137931034482758,0.6929133858267716,1.1746031746031744,0.0009939459654829,0.7078651685393258,13.708363731852032,4.790411415291608,-0.21333661417322836
BAH,1992,4,29,14,54,Bahamas,0,0,1,1,Spain,0.0,0,0,0,3,0.0001799964000719,0.0012285012285012,0.0,112.0,0.1379310344827586,0.0714285714285714,1.25,0.8333333333333334,1.1746031746031744,0.0009939459654829,0.7078651685393258,-6.56012915316997,1.788849515838426,-0.16666666666666663
BEL,1992,18,29,68,44,Belgium,0,1,2,3,Spain,0.0,0,0,0,127,0.0076198476030479,0.0036855036855036,0.0,37.333333333333336,0.6206896551724138,0.0441176470588235,0.0,0.6213592233009708,1.1746031746031744,0.0009939459654829,0.7078651685393258,16.865546087433728,5.216601549316552,0.03312392918332374
BRA,1992,23,29,181,25,Brazil,2,1,0,3,Spain,0.6666666666666666,0,0,0,39,0.0023399532009359,0.0036855036855036,0.6666666666666666,37.333333333333336,0.7931034482758621,0.0165745856353591,0.0416666666666666,0.7424892703862661,1.809523809523809,0.046078431372549,0.9130434782608696,22.86036300279972,6.173863842814312,-0.03433476394849788
BUL,1992,19,29,136,18,Bulgaria,3,7,6,16,Spain,0.1875,0,0,0,167,0.0100197996040079,0.0196560196560196,0.1875,7.0,0.6551724137931034,0.1176470588235294,1.5714285714285714,0.6186440677966102,1.9365079365079363,0.0895545314900153,0.9692307692307692,18.24965607296556,16.71433572013277,0.05280776886422589
CAN,1992,24,29,295,11,Canada,7,4,7,18,Spain,0.3888888888888889,0,0,0,195,0.0116997660046799,0.0221130221130221,0.3888888888888889,6.222222222222222,0.8275862068965517,0.0610169491525423,-0.4210526315789473,0.5640449438202247,1.968253968253968,0.0814132104454685,0.984375,26.98037465370436,20.23140588744561,-0.07611410190542134
CHN,1992,23,29,243,4,China,16,22,16,54,Spain,0.2962962962962963,0,0,0,114,0.0068398632027359,0.0663390663390663,0.2962962962962963,2.074074074074074,0.7931034482758621,0.2222222222222222,-0.6363636363636364,0.4796954314720812,2.0,0.0460829493087557,1.0,27.9089559736554,51.64630524568935,-0.0659720158347104
COL,1992,11,29,49,54,Colombia,0,0,1,1,Spain,0.0,0,0,0,6,0.0003599928001439,0.0012285012285012,0.0,112.0,0.3793103448275862,0.0204081632653061,0.1739130434782608,0.9508196721311476,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.3729718776976267,2.2824600563989863,0.21397756686798974
CRO,1992,11,29,39,44,Croatia,0,1,2,3,Spain,0.0,0,0,0,3,0.0001799964000719,0.0036855036855036,0.0,37.333333333333336,0.3793103448275862,0.0769230769230769,0.0,0.8695652173913043,1.1746031746031744,0.0009939459654829,0.7078651685393258,8.328106233374696,2.631833621203492,
CUB,1992,16,29,176,5,Cuba,14,6,11,31,Spain,0.4516129032258064,0,0,0,83,0.0049799004019919,0.038083538083538,0.4516129032258064,3.612903225806452,0.5517241379310345,0.1761363636363636,0.25,0.7091836734693877,2.0,0.0604198668714797,1.0,17.175537287713016,34.33613805588242,-0.1658163265306123
DEN,1992,14,29,109,30,Denmark,1,1,4,6,Spain,0.1666666666666666,0,0,0,145,0.0086998260034799,0.0073710073710073,0.1666666666666666,18.666666666666668,0.4827586206896552,0.055045871559633,0.3043478260869565,0.625,1.6825396825396823,0.0422801213123793,0.863013698630137,12.489655300056976,5.79964414533293,-0.06730769230769229
ESP,1992,29,29,412,6,Spain,13,7,2,22,Spain,0.5909090909090909,0,0,1,48,0.0028799424011519,0.027027027027027,0.5909090909090909,5.090909090909091,1.0,0.0533980582524271,-0.76,0.6703910614525139,2.0,0.0742447516641065,1.0,33.80126476343288,22.405928932447917,-0.12456161993549875
EST,1992,13,29,37,34,Estonia,1,0,1,2,Spain,0.5,0,0,0,23,0.0013799724005519,0.0024570024570024,0.5,56.0,0.4482758620689655,0.054054054054054,1.4285714285714286,0.8695652173913043,1.6825396825396823,0.0422801213123793,0.863013698630137,7.498557819125477,3.9061139347152265,-0.13043478260869568
ETH,1992,2,29,20,33,Ethiopia,1,0,2,3,Spain,0.3333333333333333,0,0,0,13,0.0007799844003119,0.0036855036855036,0.3333333333333333,37.333333333333336,0.0689655172413793,0.15,0.9411764705882352,0.75,1.6825396825396823,0.0422801213123793,0.863013698630137,-3.716027322178253,3.875629726277528,-0.20833333333333337
EUN,1992,27,29,474,1,Unified Team,45,38,29,112,Spain,0.4017857142857143,0,0,0,112,0.0067198656026879,0.1375921375921376,0.4017857142857143,1.0,0.9310344827586208,0.2362869198312236,0.0,0.6230769230769231,2.0,0.0,1.0,32.24709249707698,51.95536022257918,
FIN,1992,16,29,87,29,Finland,1,2,2,5,Spain,0.2,0,0,0,286,0.0171596568068638,0.0061425061425061,0.2,22.4,0.5517241379310345,0.057471264367816,0.16,0.6923076923076923,1.6825396825396823,0.0422801213123793,0.863013698630137,15.055935264773284,11.994035297783116,-0.030464584920030457
