NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect
ITA,1992,26,29,304,12,Italy,6,5,8,19,Spain,0.3157894736842105,0,0,0,399,0.0239395212095758,0.0233415233415233,0.3157894736842105,5.894736842105263,3.383212422628946,0.15533804015846608,0.2,0.7517401392111369,2.0,0.1466973886328725,1.0,28.63574167753216,21.39510235199417,-0.0557464918049058,23.074074074074073,-4.325884754990925,14.85408642535457
JAM,1992,5,29,36,38,Jamaica,0,3,1,4,Spain,0.0,0,0,0,24,0.0014399712005759,0.0049140049140049,0.0,28.0,0.04958366287226254,0.13728368454661558,0.1176470588235294,0.5294117647058824,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.4145606646043565,1.784319837241438,-0.0828331332533013,5.3125,-4.544061302681993,2.3555316091954017
JPN,1992,24,29,256,17,Japan,3,8,11,22,Spain,0.1363636363636363,0,0,0,268,0.0160796784064318,0.027027027027027,0.1363636363636363,5.090909090909091,3.035266653330486,0.2103212343413254,0.2142857142857142,0.6785714285714286,1.9365079365079363,0.0895545314900153,0.9692307692307692,26.363847834845703,18.81956596284545,0.001386962552011,22.09090909090909,-3.299642437304075,14.473743632445139
KEN,1992,5,29,49,21,Kenya,2,4,2,8,Spain,0.25,0,0,0,39,0.0023399532009359,0.0098280098280098,0.25,14.0,0.12768761536798173,0.25330656877052765,0.6153846153846154,0.8363636363636363,1.809523809523809,0.046078431372549,0.9130434782608696,1.989416506206571,9.824758649872908,-0.0954545454545454,8.76923076923077,-2.078114004222379,5.515027337194825
KOR,1992,24,29,225,7,South Korea,12,5,12,29,Spain,0.4137931034482758,1,0,0,99,0.0059398812023759,0.0356265356265356,0.4137931034482758,3.8620689655172415,2.8543358730459665,0.27944432484411386,0.75,0.7080745341614907,2.0,0.0875576036866359,1.0,26.08381253944604,23.261863731347653,0.0692360586623981,17.647058823529413,-2.2397199101598626,11.68102520342263
LAT,1992,13,29,34,40,Latvia,0,2,1,3,Spain,0.0,0,0,0,6,0.0003599928001439,0.0036855036855036,0.0,37.333333333333336,,0.06002438551485499,0.6666666666666666,0.725,1.1746031746031744,0.0009939459654829,0.7078651685393258,9.99898143864681,4.345359528850823,-0.275,2.375,-16.199121027721432,-3.1972363083164295
LTU,1992,11,29,47,34,Lithuania,1,0,1,2,Spain,0.5,0,0,0,2,0.0001199976000479,0.0024570024570024,0.5,56.0,,0.026772958586347387,0.0,0.7777777777777778,1.6825396825396823,0.0422801213123793,0.863013698630137,6.945984680832156,3.3268176101978684,,3.625,-20.81951577402788,-3.708354732208364
MAR,1992,7,29,44,31,Morocco,1,1,1,3,Spain,0.3333333333333333,0,0,0,9,0.0005399892002159,0.0036855036855036,0.3333333333333333,37.333333333333336,-0.08851274277988827,0.06122951695639776,0.1071428571428571,0.9777777777777776,1.6825396825396823,0.0422801213123793,0.863013698630137,3.01057411228463,4.185434611703784,0.1157088122605363,2.272727272727273,-8.701933124346919,-1.0196708463949846
MAS,1992,6,29,26,54,Malaysia,0,0,1,1,Spain,0.0,0,0,0,1,5.999880002399952e-05,0.0012285012285012,0.0,112.0,0.1770868307530312,0.017840576753043576,0.0,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-2.524574286363478,2.1570733976187144,,2.1666666666666665,-22.927055702917766,-5.361450044208663
MEX,1992,18,29,102,49,Mexico,0,1,0,1,Spain,0.0,0,0,0,40,0.0023999520009599,0.0012285012285012,0.0,112.0,,-0.008071265693566091,0.1136363636363636,0.7285714285714285,1.1746031746031744,0.0009939459654829,0.7078651685393258,12.226371514569742,3.3298131248064315,-0.0700396825396826,3.4761904761904763,-68.8867478025693,-18.232691007437456
MGL,1992,8,29,33,52,Mongolia,0,0,2,2,Spain,0.0,0,0,0,13,0.0007799844003119,0.0024570024570024,0.0,56.0,-0.7252677063920836,0.04267550109242899,0.1304347826086956,0.7894736842105263,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.136194140148599,2.8999011163827104,0.0082236842105263,2.25,-15.111807732497384,-2.958542319749215
NAM,1992,3,29,6,41,Namibia,0,2,0,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,0.0004644343665756704,0.3264367816091954,0.0,0.7,1.1746031746031744,0.0009939459654829,0.7078651685393258,-0.2174818875022675,2.42396501780602,,2.0,-5.356321839080456,-0.2068965517241368
NED,1992,20,29,201,20,Netherlands,2,6,7,15,Spain,0.1333333333333333,0,0,0,166,0.0099598008039839,0.0184275184275184,0.1333333333333333,7.466666666666667,1.9436815185706275,0.12930421430989855,-0.0909090909090909,0.5252918287937743,1.809523809523809,0.046078431372549,0.9130434782608696,21.49515467417197,15.71677977023177,-0.0539160919983048,12.346153846153847,-4.385143249270888,7.3267647175264266
NGR,1992,8,29,55,38,Nigeria,0,3,1,4,Spain,0.0,0,0,0,8,0.0004799904001919,0.0049140049140049,0.0,28.0,-0.03637097590026114,0.07077658085557768,0.2666666666666666,0.5833333333333334,1.1746031746031744,0.0009939459654829,0.7078651685393258,4.605283515552756,4.651881721547538,-0.3333333333333332,2.7777777777777777,-7.375548589341691,-0.2682201323580631
NOR,1992,17,29,83,22,Norway,2,4,1,7,Spain,0.2857142857142857,0,0,0,115,0.0068998620027599,0.0085995085995086,0.2857142857142857,16.0,0.8605023528537774,0.10079468818356091,0.0476190476190476,0.631578947368421,1.809523809523809,0.046078431372549,0.9130434782608696,17.117099881602677,9.570632864552271,-0.0013324450366423,6.52,-8.708766098878272,1.9513701703365176
NZL,1992,17,29,134,28,New Zealand,1,4,5,10,Spain,0.1,0,0,0,62,0.0037199256014879,0.0122850122850122,0.1,11.2,0.9752863998342703,0.0939379542189859,0.5555555555555556,0.7257142857142858,1.6825396825396823,0.0422801213123793,0.863013698630137,16.53574857141731,6.875639667631006,-0.0957142857142856,6.2272727272727275,-5.904683479155944,2.5876858653441266
PAK,1992,5,29,27,54,Pakistan,0,0,1,1,Spain,0.0,0,0,0,10,0.0005999880002399,0.0012285012285012,0.0,112.0,0.19028175396939573,0.0186656733361714,0.1739130434782608,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-4.062489092347876,2.329713251530244,0.0,1.1,-19.100893997445723,-4.960268199233717
PER,1992,9,29,16,49,Peru,0,1,0,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,-0.9646280645285825,0.002401670258620675,0.3611111111111111,0.7142857142857143,1.1746031746031744,0.0009939459654829,0.7078651685393258,0.9934976036443176,1.9525178645825465,0.2912087912087912,1.0,-34.38577586206897,-9.615732758620691
PHI,1992,9,29,26,54,Philippines,0,0,1,1,Spain,0.0,0,0,0,8,0.0004799904001919,0.0012285012285012,0.0,112.0,-0.8960044514667523,0.0029459407377179178,0.1739130434782608,0.868421052631579,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.022588407231987,2.1875112689592218,0.0350877192982456,1.5555555555555556,-34.40981432360743,-9.23405540819334
POL,1992,21,29,201,19,Poland,3,6,10,19,Spain,0.1578947368421052,0,0,0,215,0.0128997420051598,0.0233415233415233,0.1578947368421052,5.894736842105263,2.1870312909054963,0.17467385502655627,-0.05,0.7262357414448669,1.9365079365079363,0.0895545314900153,0.9692307692307692,22.99315679737626,17.743850877559694,-0.023764258555133,13.590909090909092,-3.449937246616283,8.478655189651478
PRK,1992,12,29,64,16,North Korea,4,0,5,9,Spain,0.4444444444444444,0,0,0,21,0.0012599748005039,0.011056511056511,0.4444444444444444,12.444444444444445,0.5708637603488008,0.17493299526106976,-0.3846153846153846,0.4796747967479675,1.9365079365079363,0.0754224270353302,0.9692307692307692,12.187100008550834,7.295665537132727,-0.206275616475173,5.454545454545454,-4.595007183908045,2.4396796630094038
PUR,1992,12,29,69,54,Puerto Rico,0,0,1,1,Spain,0.0,0,0,0,5,0.0002999940001199,0.0012285012285012,0.0,112.0,,-0.004076032635855982,0.8,0.9108910891089108,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.659482409003809,2.142450570585815,0.0833048822123591,1.375,-45.916541729135425,-12.812462518740627
QAT,1992,2,29,28,54,Qatar,0,0,1,1,Spain,0.0,0,0,0,1,5.999880002399952e-05,0.0012285012285012,0.0,112.0,0.051239985610312316,0.0305505805770584,0.0,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-7.623196426081614,2.090904749298101,,1.2,-7.619458128078816,-1.445837438423645
ROU,1992,18,29,173,14,Romania,4,6,8,18,Spain,0.2222222222222222,0,0,0,219,0.0131397372052558,0.0221130221130221,0.2222222222222222,6.222222222222222,1.831439007110379,0.20823607019371118,0.75,0.5522875816993464,1.9365079365079363,0.0754224270353302,0.9692307692307692,18.09344068789052,14.211876623607154,0.0697294421644627,15.65,-3.1373330675702613,10.013800079728922
RSA,1992,19,29,93,41,South Africa,0,2,0,2,Spain,0.0,0,0,0,53,0.0031799364012719,0.0024570024570024,0.0,56.0,,0.005560388106510842,0.4642857142857143,0.6808510638297872,1.1746031746031744,0.0009939459654829,0.7078651685393258,16.188799846854522,4.057696900709242,-0.2358156028368794,4.842105263157895,-36.0129773822766,-7.414419530472455
SLO,1992,12,29,35,52,Slovenia,0,0,2,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,,0.03122603800140744,0.0,0.851063829787234,1.1746031746031744,0.0009939459654829,0.7078651685393258,8.363001920730563,2.926327178353412,,3.25,-22.70147783251231,-4.5354433497536935
SUI,1992,17,29,102,37,Switzerland,1,0,0,1,Spain,1.0,0,0,0,157,0.0094198116037679,0.0012285012285012,1.0,112.0,,-0.004145940774326385,0.1212121212121212,0.7485380116959064,1.6825396825396823,0.0422801213123793,0.863013698630137,10.947610085722731,6.393146928732136,-0.0064288757213121,7.555555555555555,-65.05916159567275,-14.228859589812934
SUR,1992,3,29,6,54,Suriname,0,0,1,1,Spain,0.0,0,0,0,2,0.0001199976000479,0.0012285012285012,0.0,112.0,0.1024790949001454,0.12175287356321837,0.8620689655172413,0.7777777777777778,1.1746031746031744,0.0009939459654829,0.7078651685393258,-6.282160168515404,2.1364977547984854,0.1777777777777778,1.0,-11.316091954022982,-2.6948275862068947
SWE,1992,22,29,186,27,Sweden,1,7,4,12,Spain,0.0833333333333333,0,0,0,445,0.0266994660106797,0.0147420147420147,0.0833333333333333,9.333333333333334,2.52655509194988,0.13720804876784623,-0.15625,0.7301587301587301,1.6825396825396823,0.0422801213123793,0.863013698630137,23.91992168517293,14.1307899993934,-0.0387655726301144,18.77777777777778,-6.257322951427512,11.267247559016191
TCH,1992,25,29,208,15,Czechoslovakia,4,2,1,7,Spain,0.5714285714285714,0,0,0,146,0.0087598248035039,0.0085995085995086,0.5714285714285714,16.0,1.7702281395224442,0.04212884647265857,-0.1176470588235294,0.6654275092936803,1.9365079365079363,0.0754224270353302,0.9692307692307692,26.982087390699466,12.055152376009044,0.0680823765503174,9.125,-12.897380636604773,2.518285809018568
THA,1992,9,29,46,54,Thailand,0,0,1,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,-0.34217888341753694,0.0046822981789737496,0.1739130434782608,0.453125,1.1746031746031744,0.0009939459654829,0.7078651685393258,0.8513551640123473,2.147570235246305,-0.4135416666666667,3.5454545454545454,-34.42653673163419,-7.846142837672073
TPE,1992,7,29,31,49,Chinese Taipei,0,1,0,1,Spain,0.0,0,0,0,2,0.0001199976000479,0.0012285012285012,0.0,112.0,0.15246601767086723,0.01363645787234719,0.1395348837209302,0.6842105263157895,1.1746031746031744,0.0009939459654829,0.7078651685393258,-1.5256326425067557,2.275938851588954,-0.0657894736842105,3.2222222222222223,-26.760845383759737,-5.772698059572366
TUR,1992,10,29,41,23,Turkey,2,2,2,6,Spain,0.3333333333333333,0,0,0,53,0.0031799364012719,0.0073710073710073,0.3333333333333333,18.666666666666668,0.3585455774178814,0.17601113185227726,-0.1481481481481481,0.8518518518518519,1.809523809523809,0.046078431372549,0.9130434782608696,9.01931609035332,6.956641157471843,0.008714596949891,5.444444444444445,-5.945612559573872,2.0274273432389496
USA,1992,28,29,540,2,United States,37,34,37,108,Spain,0.3425925925925926,0,1,0,1894,0.1136377272454551,0.1326781326781326,0.3425925925925926,1.037037037037037,5.191941432916903,1.4812613026819925,-0.3333333333333333,0.6185286103542235,2.0,0.0158730158730158,1.0,33.63120457701888,117.91215335045194,0.0157314075570206,91.44827586206897,0.16424010217113671,64.06306513409962
ALG,1996,9,31,45,34,Algeria,2,0,1,3,United States,0.6666666666666666,0,0,0,7,0.0004199916001679,0.003562945368171,0.6666666666666666,33.666666666666664,-0.2345178469567766,0.059498924731182734,0.0,0.8723404255319149,1.8481012658227849,0.0539179526521298,0.9294117647058824,5.154155978832453,5.202218499343287,-0.0721040189125294,2.5,-9.41720430107527,-1.0751612903225807
ARG,1996,20,31,179,54,Argentina,0,2,1,3,United States,0.0,0,0,0,50,0.0029999400011999,0.003562945368171,0.0,33.666666666666664,,0.010688459141563548,0.0,0.6877828054298643,1.3670886075949369,0.0014999065631977,0.7596153846153846,17.687368918772876,3.2013116959042227,-0.0509559333088744,3.85,-21.05850904066799,-3.6225527122003967
ARM,1996,11,31,32,45,Armenia,1,1,0,2,United States,0.5,0,0,0,2,0.0001199976000479,0.002375296912114,0.5,50.5,,0.04280871975806451,0.0,0.9473684210526316,1.5949367088607596,0.0221117837578658,0.8315789473684211,6.554167678070765,3.9450888202020016,,3.0,-17.50201612903226,-3.150604838709678
AUS,1996,26,31,417,7,Australia,9,9,23,41,United States,0.2195121951219512,0,1,0,283,0.0169796604067918,0.0486935866983372,0.2195121951219512,2.463414634146341,3.0936561991227003,0.23620960666808585,-0.3,0.5581818181818182,1.9493670886075949,0.0400032456994482,0.9753086419753086,27.80073069803208,31.537008966150328,-0.0289976689976689,20.51851851851852,-1.1290586728099816,14.024245361119968
AUT,1996,15,31,72,57,Austria,0,1,2,3,United States,0.0,0,0,0,79,0.0047399052018959,0.003562945368171,0.0,33.666666666666664,,0.03295427522746066,0.3902439024390244,0.7717391304347826,1.3670886075949369,0.0014999065631977,0.7596153846153846,11.439427791167784,4.740308550326582,0.0788257446080109,3.769230769230769,-15.76478494623656,-2.0909739454094294
AZE,1996,9,31,23,61,Azerbaijan,0,1,0,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,0.0,101.0,-0.17667576090830303,0.026971156777852296,0.0,0.8333333333333334,1.3670886075949369,0.0014999065631977,0.7596153846153846,1.2006967814239915,2.536681237733469,,7.0,-28.988779803646565,-3.79663394109397
BAH,1996,4,31,26,61,Bahamas,0,1,0,1,United States,0.0,0,0,0,4,0.0002399952000959,0.001187648456057,0.0,101.0,0.1117260303192194,0.027805613878814826,0.1296296296296296,0.6388888888888888,1.3670886075949369,0.0014999065631977,0.7596153846153846,-4.970471660167101,2.232943071561923,-0.1944444444444445,1.5555555555555556,-12.864764267990072,-2.770540391508133
BDI,1996,1,31,7,49,Burundi,1,0,0,1,United States,1.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,1.0,101.0,0.004883694006335516,0.13964450296247527,0.0,0.8571428571428571,1.5949367088607596,0.0221117837578658,0.8315789473684211,-7.268413545519629,3.5571811298596483,,1.0,-3.0829493087557567,-0.224884792626727
BEL,1996,14,31,61,31,Belgium,2,2,2,6,United States,0.3333333333333333,0,0,0,133,0.0079798404031919,0.007125890736342,0.3333333333333333,16.833333333333332,0.5861958562500923,0.11886242858752848,-0.2954545454545454,0.654320987654321,1.8481012658227849,0.0539179526521298,0.9294117647058824,12.771310349002157,8.037663709122793,0.0329617643533501,6.0,-7.052176978670896,2.0843469063987308
BLR,1996,19,31,157,37,Belarus,1,6,8,15,United States,0.0666666666666666,0,0,0,15,0.0008999820003599,0.0178147268408551,0.0666666666666666,6.733333333333333,1.7060212840180877,0.172686008331163,0.0,0.5598455598455598,1.5949367088607596,0.0221117837578658,0.8315789473684211,18.794638576782493,7.005412137157826,,13.0,-3.418437093349771,8.074468871995068
BRA,1996,18,31,220,25,Brazil,3,3,9,15,United States,0.2,0,0,0,54,0.0032399352012959,0.0178147268408551,0.2,6.733333333333333,1.23170370334897,0.09706871500933072,0.0,0.7250996015936255,1.8227848101265824,0.0396433059529457,0.9186046511627908,17.328642713363916,12.96239431166534,-0.0173896687926405,7.45,-3.2608504398826983,4.23674486803519
BUL,1996,17,31,108,22,Bulgaria,3,7,5,15,United States,0.2,0,0,0,182,0.0109197816043679,0.0178147268408551,0.2,6.733333333333333,1.4789098122947246,0.25504370475788884,0.2222222222222222,0.7071823204419889,1.8227848101265824,0.0396433059529457,0.9186046511627908,16.540089823440017,17.012436127797724,0.0885382526453787,13.235294117647058,-3.0051971326164875,8.363146742567993
CAN,1996,25,31,303,21,Canada,3,11,8,22,United States,0.1363636363636363,0,0,0,217,0.0130197396052078,0.0261282660332541,0.1363636363636363,4.590909090909091,2.4099400132250812,0.12857707158983755,0.9090909090909092,0.5049019607843137,1.8227848101265824,0.0396433059529457,0.9186046511627908,24.456436855434667,16.02980901863208,-0.059142983035911,12.222222222222221,-2.82328716742642,7.708569405327627
CHN,1996,25,31,289,4,China,16,22,12,50,United States,0.32,0,0,0,164,0.0098398032039359,0.0593824228028503,0.32,2.02,3.86685036824492,0.9423032685231564,0.0,0.408675799086758,2.0,0.0486854917234664,1.0,26.963066274642383,44.1018329004963,-0.0710196323853232,63.8,-0.6495702645384529,44.46512892063846
CRC,1996,6,31,11,49,Costa Rica,1,0,0,1,United States,1.0,0,0,0,2,0.0001199976000479,0.001187648456057,1.0,101.0,0.149412678635023,0.046855949524571214,0.3611111111111111,0.4615384615384615,1.5949367088607596,0.0221117837578658,0.8315789473684211,-2.4020894803911736,2.879901971657993,0.0675990675990675,1.3333333333333333,-19.26392961876833,-4.845845552297165
CRO,1996,14,31,84,45,Croatia,1,1,0,2,United States,0.5,0,0,0,5,0.0002999940001199,0.002375296912114,0.5,50.5,,0.016192122010094356,0.0227272727272727,0.8632478632478633,1.5949367088607596,0.0221117837578658,0.8315789473684211,9.68209277658477,3.5138836819955217,-0.006317354143441,5.0,-22.33102918586789,-3.1993087557603674
CUB,1996,15,31,164,8,Cuba,9,8,8,25,United States,0.36,0,0,0,108,0.0064798704025919,0.0296912114014251,0.36,4.04,1.2898064473025046,0.299134015011226,0.6,0.6629213483146067,1.9493670886075949,0.0400032456994482,0.9753086419753086,13.900349935490963,25.92098926388647,-0.046262325154781,14.3125,-1.31852871754524,9.623191384736426
CZE,1996,17,31,115,17,Czech Republic,4,3,4,11,United States,0.3636363636363636,0,0,0,11,0.0006599868002639,0.013064133016627,0.3636363636363636,9.181818181818182,1.1920102562619397,0.1413993048356606,0.0,0.5976331360946746,1.8481012658227849,0.0341609866926322,0.9294117647058824,16.288963757244268,8.899125417407461,,8.714285714285714,-4.39115134514854,4.782654596455437
DEN,1996,14,31,119,19,Denmark,4,1,1,6,United States,0.6666666666666666,0,0,0,151,0.0090598188036239,0.007125890736342,0.6666666666666666,16.833333333333332,0.6997917827830091,0.06552083072318099,-0.3666666666666666,0.4482758620689655,1.8481012658227849,0.0341609866926322,0.9294117647058824,12.38511550457138,8.294276256830065,-0.1767241379310344,7.321428571428571,-7.1001174663413735,2.994964760097587
ECU,1996,7,31,19,49,Ecuador,1,0,0,1,United States,1.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,1.0,101.0,0.0992667673503462,0.025657522413844454,0.0,0.9285714285714286,1.5949367088607596,0.0221117837578658,0.8315789473684211,-1.077256805979668,2.830569764874083,,2.3333333333333335,-22.52801358234295,-5.1250707413695515
ESP,1996,22,31,284,13,Spain,5,6,6,17,United States,0.2941176470588235,1,0,0,65,0.0038999220015599,0.0201900237529691,0.2941176470588235,5.941176470588236,1.7008834901588616,0.08928570800084458,1.1666666666666667,0.6145833333333334,2.0,0.1402412636589851,1.0,20.31514316008224,13.398843975718794,-0.0558077281191805,8.5,-3.4467822112943325,4.915965336611699
ETH,1996,2,31,18,34,Ethiopia,2,0,1,3,United States,0.6666666666666666,0,0,0,16,0.0009599808003839,0.003562945368171,0.6666666666666666,33.666666666666664,-0.051613300127570774,0.20901364764267982,0.0303030303030303,0.5263157894736842,1.8481012658227849,0.0539179526521298,0.9294117647058824,-2.167308378873592,4.634516482160404,-0.2236842105263158,4.461538461538462,-1.9408602150537613,2.5408188585607947
FIN,1996,15,31,76,40,Finland,1,2,1,4,United States,0.25,0,0,0,290,0.0173996520069598,0.004750593824228,0.25,25.25,0.943316509106232,0.07898751675453484,0.3793103448275862,0.5714285714285714,1.5949367088607596,0.0221117837578658,0.8315789473684211,12.032283384049126,10.41000907871312,-0.1208791208791209,12.16,-11.681239388794568,5.0076281833616285
FRA,1996,25,31,299,5,France,15,7,15,37,United States,0.4054054054054054,0,0,0,529,0.0317393652126957,0.0439429928741092,0.4054054054054054,2.72972972972973,3.1739944983593174,0.3532049535370741,-0.4444444444444444,0.6247240618101545,2.0,0.0600454397922752,1.0,27.072910456607392,42.40251672223423,-0.0357697653503393,27.03448275862069,-1.2711975110292082,18.54277867772572
GBR,1996,22,31,300,28,Ireland,3,0,1,4,United States,0.75,0,0,0,615,0.0368992620147597,0.004750593824228,0.75,25.25,2.2087560760523104,0.027183477869467298,-0.125,0.5933503836317136,2.0,0.0221117837578658,1.0,20.67225458154043,15.905191059585748,-0.0433683663682864,22.209302325581394,-17.196344086021508,10.387608402100522
GBR,1996,22,31,300,36,Great Britain,1,8,6,15,United States,0.0666666666666666,0,0,0,630,0.0377992440151197,0.0178147268408551,0.0666666666666666,6.733333333333333,2.4547419552419774,0.12170433233308327,0.2857142857142857,0.5933503836317136,2.0,0.0221117837578658,1.0,21.46574033725437,19.346139370255745,0.0,22.209302325581394,-4.018817204301076,14.340866466616653
GEO,1996,13,31,34,68,Georgia,0,0,2,2,United States,0.0,0,0,0,2,0.0001199976000479,0.002375296912114,0.0,50.5,,0.04523663355285187,0.0,0.7857142857142857,1.3670886075949369,0.0014999065631977,0.7596153846153846,8.888202803298254,2.520781847954224,,5.571428571428571,-20.699240986717268,-2.309772296015181
GER,1996,26,31,464,3,Germany,20,18,27,65,United States,0.3076923076923077,0,0,0,402,0.0241195176096478,0.0771971496437054,0.3076923076923077,1.553846153846154,3.6451926797099987,0.5234654092395032,0.0,0.6086261980830671,2.0,0.0373255436546575,1.0,27.837497926092407,57.01568057112699,-0.0131195905846205,39.23529411764706,-0.3244299221357066,27.367376905712227
GRE,1996,18,31,121,16,Greece,4,4,0,8,United States,0.5,0,0,0,77,0.0046199076018479,0.009501187648456,0.5,12.625,0.9526384065381466,0.08178403114541351,-0.3846153846153846,0.5611111111111111,1.8481012658227849,0.0341609866926322,0.9294117647058824,17.547837442933407,11.943765004096196,-0.2283625730994152,6.25,-6.683884297520662,2.3698347107438016
HKG,1996,10,31,22,49,Hong Kong,1,0,0,1,United States,1.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,1.0,101.0,,0.007096440949080242,0.0,0.65625,1.5949367088607596,0.0221117837578658,0.8315789473684211,2.4067740661291137,2.8195681119758644,,1.75,-32.212609970674485,-8.438782991202345
HUN,1996,24,31,212,12,Hungary,7,4,10,21,United States,0.3333333333333333,0,0,0,415,0.0248995020099598,0.0249406175771971,0.3333333333333333,4.809523809523809,2.656208183627266,0.2218181710158464,0.5,0.6158730158730159,1.9493670886075949,0.0546900357026939,0.9753086419753086,24.130854989708464,21.577544822247752,-0.0678876678876678,18.925925925925927,-2.8502521519867834,12.393072502552114
INA,1996,11,31,40,41,Indonesia,1,1,2,4,United States,0.25,0,0,0,10,0.0005999880002399,0.004750593824228,0.25,25.25,0.041634704205773074,0.10170770609318996,0.7083333333333334,0.5333333333333333,1.5949367088607596,0.0221117837578658,0.8315789473684211,7.290196825932661,2.081149238623653,-0.0549019607843137,3.888888888888889,-8.50483870967742,0.1707706093189958
IND,1996,13,31,49,71,India,0,0,1,1,United States,0.0,0,0,0,15,0.0008999820003599,0.001187648456057,0.0,101.0,,-0.0026977370068639967,2.0869565217391304,0.8333333333333334,1.3670886075949369,0.0014999065631977,0.7596153846153846,2.6393609583821096,2.579049143978453,0.0512820512820513,1.7894736842105263,-41.91507570770243,-11.321891133363359
IRI,1996,6,31,18,43,Iran,1,1,1,3,United States,0.3333333333333333,0,0,0,36,0.0021599568008639,0.003562945368171,0.3333333333333333,33.666666666666664,0.06443907179564218,0.19147533206831113,-0.0227272727272727,0.9444444444444444,1.5949367088607596,0.0221117837578658,0.8315789473684211,2.6540249507274027,5.111229625114149,-0.0555555555555555,4.764705882352941,-6.155913978494623,1.4885199240986717
IRL,1996,13,31,78,28,Ireland,3,0,1,4,United States,0.75,0,0,0,19,0.0011399772004559,0.004750593824228,0.75,25.25,,0.04545937519882922,-0.125,0.7777777777777778,1.8227848101265824,0.0396433059529457,0.9186046511627908,10.388274229959215,-0.6864046658623044,-0.0274170274170274,2.7142857142857144,-10.118072787427625,-1.1354218362282875
ISR,1996,10,31,25,71,Israel,0,0,1,1,United States,0.0,0,0,0,3,0.0001799964000719,0.001187648456057,0.0,101.0,,0.007738322580645161,0.4791666666666667,0.7368421052631579,1.3670886075949369,0.0014999065631977,0.7596153846153846,1.646398889932018,1.94419839327375,-0.0586124401913875,2.2857142857142856,-32.21806451612903,-8.06541935483871
ITA,1996,27,31,340,6,Italy,13,10,12,35,United States,0.3714285714285714,0,0,0,434,0.0260394792104157,0.0415676959619952,0.3714285714285714,2.8857142857142857,3.352965368598256,0.2644560399639509,-0.5,0.7043478260869566,2.0,0.0710808179162609,1.0,29.304632594390423,31.50268948376401,-0.0473923131241803,23.074074074074073,-1.539455136893467,15.690015310783808
JAM,1996,5,31,46,39,Jamaica,1,3,2,6,United States,0.1666666666666666,0,0,0,30,0.0017999640007199,0.007125890736342,0.1666666666666666,16.833333333333332,0.07424817004916805,0.16945762698945052,0.0263157894736842,0.5362318840579711,1.5949367088607596,0.0221117837578658,0.8315789473684211,1.9540745558663992,7.214335271405625,0.0068201193520887,5.3125,-2.4233286582515183,2.991751402524544
JPN,1996,27,31,306,23,Japan,3,6,5,14,United States,0.2142857142857142,0,0,0,282,0.0169196616067678,0.0166270783847981,0.2142857142857142,7.214285714285714,3.184522597133565,0.10913425094416275,0.3529411764705882,0.515625,1.8227848101265824,0.0396433059529457,0.9186046511627908,27.2260541595457,16.194835229026474,-0.1629464285714286,22.09090909090909,-5.366690762326436,13.85362913493843
KAZ,1996,14,31,96,24,Kazakhstan,3,4,4,11,United States,0.2727272727272727,0,0,0,11,0.0006599868002639,0.013064133016627,0.2727272727272727,9.181818181818182,0.9748700926965637,0.18248393397177415,0.0,0.7464788732394366,1.8227848101265824,0.0396433059529457,0.9186046511627908,12.925292171941065,8.938869598838934,,10.0,-3.580431329423264,5.9258706011730204
KEN,1996,5,31,52,38,Kenya,1,4,3,8,United States,0.125,0,0,0,47,0.0028199436011279,0.009501187648456,0.125,12.625,0.08714653505657827,0.24034023668639046,0.8095238095238095,0.8148148148148148,1.5949367088607596,0.0221117837578658,0.8315789473684211,1.2744960085884651,11.127153316980266,-0.0215488215488215,8.76923076923077,-1.7211538461538456,5.622115384615385
KOR,1996,25,31,299,10,South Korea,7,15,5,27,United States,0.2592592592592592,0,0,0,126,0.0075598488030239,0.0320665083135391,0.2592592592592592,3.740740740740741,2.7628292007340725,0.1961062287910851,0.4285714285714285,0.6522781774580336,1.9493670886075949,0.0546900357026939,0.9753086419753086,25.39104676802745,23.2376900465401,-0.055796356703457,17.647058823529413,-2.1199737875754705,11.716949040197948
