NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
KOR,1988,27,27,399,4,South Korea,12,10,11,33,South Korea,0.3636363636363636,0,0,1,70,0.0041999160016799,0.0446549391069012,0.3636363636363636,4.0,3.687373569995883,0.1776355528360928,-0.6,0.6388384754990926,2.0,0.0568627450980392,1.0,33.92633494162668,29.921749938328983,-0.0736615245009074,17.647058823529413,-2.917293233082707,11.477753206545776,0.0,0.0025062656641604,1.0,0.9156118143459916
MAR,1988,4,27,27,28,Morocco,1,0,2,3,South Korea,0.3333333333333333,0,0,0,6,0.0003599928001439,0.0040595399188092,0.3333333333333333,44.0,0.0042080336765327,0.1079236812570145,0.5555555555555556,0.8620689655172413,1.7254901960784317,0.0630417295123177,0.8793103448275862,-1.0043436387197349,3.3780234092174104,-0.1093596059113301,2.272727272727273,-6.259259259259258,-0.2868686868686863,0.0,0.037037037037037,0.1481481481481481,0.1054852320675105
MEX,1988,17,27,81,44,Mexico,0,0,2,2,South Korea,0.0,0,0,0,39,0.0023399532009359,0.0027063599458728,0.0,66.0,,0.0004023776863283,1.588235294117647,0.7986111111111112,1.2156862745098038,0.000878431372549,0.7183098591549296,13.078009454688296,2.3303375046735386,0.0631272401433692,3.4761904761904763,-40.901234567901234,-9.837037037037035,0.0,0.0493827160493827,0.6296296296296297,0.3459915611814346
MGL,1988,5,27,28,46,Mongolia,0,0,1,1,South Korea,0.0,0,0,0,11,0.0006599868002639,0.0013531799729364,0.0,132.0,0.2623983025995388,0.0153854875283446,0.7037037037037037,0.78125,1.2156862745098038,0.000878431372549,0.7183098591549296,-5.489265695129864,1.5898416801054758,-0.0082236842105263,2.25,-24.22354497354496,-5.692063492063488,0.0,0.0357142857142857,0.1851851851851851,0.1181434599156118
NED,1988,17,27,147,22,Netherlands,2,2,5,9,South Korea,0.2222222222222222,0,0,0,151,0.0090598188036239,0.0121786197564276,0.2222222222222222,14.666666666666666,1.5486748715320895,0.0984440421903977,0.6923076923076923,0.5792079207920792,1.8823529411764703,0.0888784313725491,0.9444444444444444,17.60239007502225,9.083878147353808,0.0386673802515386,12.346153846153848,-8.54371378180902,6.079193557764986,0.0,0.1088435374149659,0.6296296296296297,0.3628691983122363
NOR,1988,11,27,69,21,Norway,2,3,0,5,South Korea,0.4,0,0,0,108,0.0064798704025919,0.006765899864682,0.4,26.4,0.3771481212148405,0.0831977875796401,-0.25,0.6329113924050633,1.8823529411764703,0.0888784313725491,0.9444444444444444,10.286291181889451,9.477011882569483,-0.162543153049482,6.52,-10.275684380032205,1.481294685990338,0.0,0.0579710144927536,0.4074074074074074,0.1772151898734177
NZL,1988,16,27,83,18,New Zealand,3,2,8,13,South Korea,0.2307692307692307,0,0,0,52,0.0031199376012479,0.0175913396481732,0.2307692307692307,10.153846153846152,1.023612531761062,0.2001487585977352,1.25,0.8214285714285714,1.843137254901961,0.0607541478129713,0.9272727272727272,16.64683829501929,9.947766017212045,0.0745149911816578,6.227272727272728,-5.267874918477326,2.778728433547712,0.0,0.0120481927710843,0.5925925925925926,0.2447257383966244
PAK,1988,6,27,30,46,Pakistan,0,0,1,1,South Korea,0.0,0,0,0,9,0.0005399892002159,0.0013531799729364,0.0,132.0,0.3323402867164808,0.0068222222222222,0.84,1.0,1.2156862745098038,0.000878431372549,0.7183098591549296,-4.352522696030585,2.122470402021858,0.0,1.1,-29.077777777777776,-7.953333333333333,0.0,0.0333333333333333,0.2222222222222222,0.0632911392405063
PER,1988,7,27,21,36,Peru,0,1,0,1,South Korea,0.0,0,0,0,3,0.0001799964000719,0.0013531799729364,0.0,132.0,0.252833060791748,0.0025018896447468,0.0909090909090909,0.4230769230769231,1.2156862745098038,0.000878431372549,0.7183098591549296,-1.743326407543289,2.244549567907014,-0.1451048951048951,1.0,-33.915343915343904,-9.474603174603171,0.0,0.0476190476190476,0.2592592592592592,0.0632911392405063
PHI,1988,11,27,31,46,Philippines,0,0,1,1,South Korea,0.0,0,0,0,7,0.0004199916001679,0.0013531799729364,0.0,132.0,,-0.015846918718927,0.5333333333333333,0.8333333333333334,1.2156862745098038,0.000878431372549,0.7183098591549296,2.894964515022864,2.095422886999154,0.0333333333333333,1.5555555555555556,-53.33811230585424,-14.912544802867384,0.0,0.032258064516129,0.4074074074074074,0.1687763713080168
POL,1988,19,27,143,20,Poland,2,5,9,16,South Korea,0.125,0,0,0,196,0.0117597648047039,0.0216508795669824,0.125,8.25,2.019400889750673,0.2015848642422067,1.0,0.75,1.8823529411764703,0.0888784313725491,0.9444444444444444,20.745937413217987,14.006788714879132,0.0442583732057416,13.590909090909092,-4.98996373996374,8.016647241647242,0.0,0.0209790209790209,0.7037037037037037,0.4430379746835443
POR,1988,14,27,65,29,Portugal,1,0,0,1,South Korea,1.0,0,0,0,13,0.0007799844003119,0.0013531799729364,1.0,132.0,,-0.0140740959894805,0.2608695652173913,0.8351648351648352,1.7254901960784317,0.0630417295123177,0.8793103448275862,7.207352143897899,2.3688361288107123,0.0643315018315018,1.75,-67.9105413105413,-19.14816239316239,0.0,0.0307692307692307,0.5185185185185185,0.2489451476793249
ROU,1988,10,27,68,8,Romania,7,11,6,24,South Korea,0.2916666666666667,0,0,0,201,0.0120597588048239,0.0324763193504736,0.2916666666666667,5.5,0.8388481667713883,0.7256782006920414,3.0,0.4825581395348837,2.0,0.1209803921568627,1.0,8.171727921477174,26.32061294469074,-0.0148511868899867,15.65,-1.3137254901960782,10.560882352941176,0.0,0.0147058823529411,0.3703703703703703,0.2489451476793249
SEN,1988,4,27,23,36,Senegal,0,1,0,1,South Korea,0.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,0.0,132.0,0.2027969860170584,0.0212644402436462,0.0,0.9714285714285714,1.2156862745098038,0.000878431372549,0.7183098591549296,-5.736624931606745,2.1750853376355908,,1.0,-19.363929146537835,-5.10917874396135,0.0,0.0434782608695652,0.1481481481481481,0.0970464135021097
SUI,1988,17,27,99,33,Switzerland,0,2,2,4,South Korea,0.0,0,0,0,156,0.0093598128037439,0.0054127198917456,0.0,33.0,,0.0374002652790531,0.2692307692307692,0.7549668874172185,1.2156862745098038,0.000878431372549,0.7183098591549296,16.999460324497544,5.136632968858576,0.036599540478443,7.555555555555555,-20.107744107744107,-0.7434343434343429,0.0,0.0101010101010101,0.6296296296296297,0.350210970464135
SUR,1988,4,27,6,29,Suriname,1,0,0,1,South Korea,1.0,0,0,0,1,5.999880002399952e-05,0.0013531799729364,1.0,132.0,0.1755210121363381,0.0821296296296296,0.0,0.6,1.7254901960784317,0.0630417295123177,0.8793103448275862,-4.475206706555395,2.771089546755691,,1.0,-19.240740740740733,-5.072222222222219,0.0,0.1666666666666666,0.1481481481481481,0.0421940928270042
SWE,1988,23,27,182,32,Sweden,0,4,7,11,South Korea,0.0,0,0,0,433,0.0259794804103917,0.0148849797023004,0.0,12.0,2.818630124113589,0.1230033611077566,1.0,0.7689243027888446,1.2156862745098038,0.000878431372549,0.7183098591549296,25.458243777935813,13.8083751671034,0.0405778460959311,18.77777777777778,-9.30993080993081,10.3514652014652,0.0,0.0109890109890109,0.8518518518518519,0.4725738396624472
TCH,1988,17,27,163,17,Czechoslovakia,3,3,2,8,South Korea,0.375,0,0,0,139,0.0083398332033359,0.0108254397834912,0.375,16.5,1.2459039497818076,0.0661322510360862,0.3076923076923077,0.5973451327433629,1.843137254901961,0.0607541478129713,0.9272727272727272,17.94235501384241,11.226497375894295,-0.150288936657268,9.125,-9.710179504658033,3.4744461486025897,0.0,0.0184049079754601,0.6296296296296297,0.4092827004219409
THA,1988,4,27,14,46,Thailand,0,0,1,1,South Korea,0.0,0,0,0,3,0.0001799964000719,0.0013531799729364,0.0,132.0,0.1628176234355625,0.0477216037930323,0.3939393939393939,0.8666666666666667,1.2156862745098038,0.000878431372549,0.7183098591549296,-6.029632563953089,2.0341731523413515,0.1416666666666667,3.5454545454545454,-19.33597883597883,-3.3189754689754665,0.0,0.0714285714285714,0.1481481481481481,0.050632911392405
TUR,1988,9,27,41,27,Turkey,1,1,0,2,South Korea,0.5,0,0,0,47,0.0028199436011279,0.0027063599458728,0.5,66.0,,0.0357353427192808,-0.325,0.8431372549019608,1.7254901960784317,0.0630417295123177,0.8793103448275862,5.245553149212191,2.2359590993418674,-0.1084756483238456,5.444444444444445,-21.617886178861788,-2.6742547425474257,0.0,0.024390243902439,0.3333333333333333,0.1687763713080168
URS,1988,27,27,479,1,Soviet Union,55,31,46,132,South Korea,0.4166666666666667,0,0,0,1010,0.0605987880242395,0.1786197564276048,0.4166666666666667,1.0,5.626489849819068,2.442640097744809,0.0,0.642967542503864,2.0,0.0,1.0,35.184628931881726,81.7037337510418,-0.0282445787082572,112.22222222222224,0.2755741127348643,78.63822778937602,0.0,0.0062630480167014,1.0,0.9324894514767932
USA,1988,27,27,526,3,United States,36,31,27,94,South Korea,0.3829787234042553,1,0,0,1786,0.1071578568428631,0.1271989174560216,0.3829787234042553,1.4042553191489362,5.301824019728011,1.3214707405799186,2.0,0.6027972027972028,2.0,0.0384313725490196,1.0,31.22981263669565,105.1146982777072,-0.0277944277944277,91.44827586206895,-0.2255480948143355,63.946128675003976,0.0,0.0057034220532319,1.0,0.9704641350210972
YUG,1988,18,27,155,16,Yugoslavia,3,4,5,12,South Korea,0.25,0,0,0,83,0.0049799004019919,0.0162381596752368,0.25,11.0,1.0957629485471838,0.0942443288241414,0.7777777777777778,0.7540983606557377,1.843137254901961,0.0607541478129713,0.9272727272727272,19.20643217974169,11.285022907706283,-0.018628912071535,5.928571428571429,-6.589247311827957,2.173225806451613,0.0,0.0193548387096774,0.6666666666666666,0.3037974683544304
ALG,1992,7,29,35,34,Algeria,1,0,1,2,Spain,0.5,0,0,0,4,0.0002399952000959,0.0024570024570024,0.5,56.0,-0.1725268678593242,0.0444821956368754,-0.1904761904761904,0.9444444444444444,1.6825396825396823,0.0422801213123793,0.863013698630137,2.30494665267758,3.971029841506308,-0.0555555555555555,2.5,-13.21871921182266,-2.215615763546798,0.0,0.0285714285714285,0.2413793103448276,0.1050583657587548
ARG,1992,17,29,84,54,Argentina,0,0,1,1,Spain,0.0,0,0,0,47,0.0028199436011279,0.0012285012285012,0.0,112.0,,-0.0081215693173821,0.5428571428571428,0.7387387387387387,1.1746031746031744,0.0009939459654829,0.7078651685393258,10.34917462113917,3.3765007362026624,-0.0224552911120075,3.85,-65.05706075533662,-16.822118226600985,0.0,0.0119047619047619,0.5862068965517241,0.2645914396887159
AUS,1992,25,29,278,10,Australia,7,9,11,27,Spain,0.2592592592592592,0,0,0,242,0.0145197096058078,0.0331695331695331,0.2592592592592592,4.148148148148148,3.176552770410029,0.2289942201535222,-0.3333333333333333,0.5871794871794872,1.968253968253968,0.0814132104454685,0.984375,28.603197560834403,22.79313362336557,-0.1030859995461764,20.51851851851852,-2.6167985152108195,13.577923408399716,0.0,0.0071942446043165,0.8620689655172413,0.5953307392996109
AUT,1992,17,29,102,41,Austria,0,2,0,2,Spain,0.0,0,0,0,76,0.0045599088018239,0.0024570024570024,0.0,56.0,,0.0058273139182338,0.4137931034482758,0.6929133858267716,1.1746031746031744,0.0009939459654829,0.7078651685393258,13.708363731852032,4.790411415291608,-0.2133366141732283,3.769230769230769,-32.22177146720757,-7.028069901700732,0.0,0.0196078431372549,0.5862068965517241,0.2645914396887159
BAH,1992,4,29,14,54,Bahamas,0,0,1,1,Spain,0.0,0,0,0,3,0.0001799964000719,0.0012285012285012,0.0,112.0,0.1640401839785884,0.0465515286574399,1.25,0.8333333333333334,1.1746031746031744,0.0009939459654829,0.7078651685393258,-6.56012915316997,1.788849515838426,-0.1666666666666666,1.5555555555555556,-15.238916256157632,-3.482785987958401,0.0,0.0714285714285714,0.1379310344827586,0.0505836575875486
BEL,1992,18,29,68,44,Belgium,0,1,2,3,Spain,0.0,0,0,0,127,0.0076198476030479,0.0036855036855036,0.0,37.333333333333336,,0.0328575796444338,0.0,0.6213592233009708,1.1746031746031744,0.0009939459654829,0.7078651685393258,16.865546087433728,5.216601549316552,0.0331239291833237,6.0,-22.507606490872213,-2.5522819472616645,0.0,0.0147058823529411,0.6206896551724138,0.2723735408560311
BRA,1992,23,29,181,25,Brazil,2,1,0,3,Spain,0.6666666666666666,0,0,0,39,0.0023399532009359,0.0036855036855036,0.6666666666666666,37.333333333333336,,0.0108980300378182,0.0416666666666666,0.7424892703862661,1.809523809523809,0.046078431372549,0.9130434782608696,22.86036300279972,6.173863842814312,-0.0343347639484978,7.45,-28.799517368387637,-3.4248552105162897,0.0,0.011049723756906,0.7931034482758621,0.4163424124513619
BUL,1992,19,29,136,18,Bulgaria,3,7,6,16,Spain,0.1875,0,0,0,167,0.0100197996040079,0.0196560196560196,0.1875,7.0,1.809110326116888,0.2131845841784989,1.5714285714285714,0.6186440677966102,1.9365079365079363,0.0895545314900153,0.9692307692307692,18.24965607296556,16.71433572013277,0.0528077688642258,13.235294117647058,-3.813387423935091,8.120689655172413,0.0,0.0441176470588235,0.6551724137931034,0.4474708171206226
CAN,1992,24,29,295,11,Canada,7,4,7,18,Spain,0.3888888888888889,0,0,0,195,0.0116997660046799,0.0221130221130221,0.3888888888888889,6.222222222222222,2.5050720918761047,0.1054208679630307,-0.4210526315789473,0.5640449438202247,1.968253968253968,0.0814132104454685,0.984375,26.98037465370436,20.23140588744561,-0.0761141019054213,12.22222222222222,-4.260822131307227,7.277308916163386,0.0,0.0406779661016949,0.8275862068965517,0.7704280155642024
CHN,1992,23,29,243,4,China,16,22,16,54,Spain,0.2962962962962963,0,0,0,114,0.0068398632027359,0.0663390663390663,0.2962962962962963,2.074074074074074,3.83007670176004,1.210469135802469,-0.6363636363636364,0.4796954314720812,2.0,0.0460829493087557,1.0,27.9089559736554,51.64630524568935,-0.0659720158347104,63.8,-0.6296296296296295,44.47111111111111,0.0,0.0493827160493827,0.7931034482758621,0.5447470817120622
COL,1992,11,29,49,54,Colombia,0,0,1,1,Spain,0.0,0,0,0,6,0.0003599928001439,0.0012285012285012,0.0,112.0,,-0.0006426776199571,0.1739130434782608,0.9508196721311476,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.3729718776976267,2.2824600563989863,0.2139775668679897,3.3,-42.08304011259676,-10.314912033779027,0.0,0.0204081632653061,0.3793103448275862,0.1206225680933852
CRO,1992,11,29,39,44,Croatia,0,1,2,3,Spain,0.0,0,0,0,3,0.0001799964000719,0.0036855036855036,0.0,37.333333333333336,-0.2699508348411104,0.0722199551112017,0.0,0.8695652173913043,1.1746031746031744,0.0009939459654829,0.7078651685393258,8.328106233374696,2.631833621203492,,5.0,-13.704686118479222,-0.6114058355437662,0.0,0.3076923076923077,0.3793103448275862,0.0894941634241245
CUB,1992,16,29,176,5,Cuba,14,6,11,31,Spain,0.4516129032258064,0,0,0,83,0.0049799004019919,0.038083538083538,0.4516129032258064,3.612903225806452,1.5808982686918265,0.3459161486534624,0.25,0.7091836734693877,2.0,0.0604198668714797,1.0,17.175537287713016,34.33613805588242,-0.1658163265306123,14.3125,-1.2654654161189205,9.639110375164323,0.0,0.0113636363636363,0.5517241379310345,0.3501945525291828
DEN,1992,14,29,109,30,Denmark,1,1,4,6,Spain,0.1666666666666666,0,0,0,145,0.0086998260034799,0.0073710073710073,0.1666666666666666,18.666666666666668,0.6957723697264264,0.0692636315879598,0.3043478260869565,0.625,1.6825396825396823,0.0422801213123793,0.863013698630137,12.489655300056976,5.79964414533293,-0.0673076923076922,7.321428571428571,-8.473689760624277,2.582893071812716,0.0,0.018348623853211,0.4827586206896552,0.2529182879377432
ESP,1992,29,29,412,6,Spain,13,7,2,22,Spain,0.5909090909090909,0,0,1,48,0.0028799424011519,0.027027027027027,0.5909090909090909,5.090909090909091,2.8342459373505235,0.0787020454331226,-0.76,0.6703910614525139,2.0,0.0742447516641065,1.0,33.80126476343288,22.40592893244792,-0.1245616199354987,8.5,-4.037511032656664,4.738746690203,0.0410628019323671,0.0412621359223301,1.0,0.7587548638132295
EST,1992,13,29,37,34,Estonia,1,0,1,2,Spain,0.5,0,0,0,23,0.0013799724005519,0.0024570024570024,0.5,56.0,,0.0270252134706934,1.4285714285714286,0.8695652173913043,1.6825396825396823,0.0422801213123793,0.863013698630137,7.498557819125477,3.9061139347152265,-0.1304347826086956,3.4,-24.60111835973905,-5.000335507921715,0.0,0.027027027027027,0.4482758620689655,0.1361867704280155
ETH,1992,2,29,20,33,Ethiopia,1,0,2,3,Spain,0.3333333333333333,0,0,0,13,0.0007799844003119,0.0036855036855036,0.3333333333333333,37.333333333333336,-0.157381431568003,0.1862452917771883,0.9411764705882352,0.75,1.6825396825396823,0.0422801213123793,0.863013698630137,-3.716027322178253,3.875629726277528,-0.2083333333333333,4.461538461538462,-2.355747126436781,2.4163527851458886,0.0,0.15,0.0689655172413793,0.0428015564202334
EUN,1992,27,29,474,1,Unified Team,45,38,29,112,Spain,0.4017857142857143,0,0,0,112,0.0067198656026879,0.1375921375921376,0.4017857142857143,1.0,5.155616980742127,2.090451316562516,0.0,0.6230769230769231,2.0,0.0,1.0,32.24709249707698,51.95536022257918,,112.0,0.2362869198312236,78.47088607594935,0.037037037037037,0.0063291139240506,0.9310344827586208,0.906614785992218
FIN,1992,16,29,87,29,Finland,1,2,2,5,Spain,0.2,0,0,0,286,0.0171596568068638,0.0061425061425061,0.2,22.4,1.1812876260241196,0.0861331747919142,0.16,0.6923076923076923,1.6825396825396823,0.0422801213123793,0.863013698630137,15.055935264773284,11.994035297783116,-0.0304645849200304,12.16,-11.74942528735632,4.987172413793102,0.0,0.0229885057471264,0.5517241379310345,0.3307392996108949
FRA,1992,25,29,339,9,France,8,5,16,29,Spain,0.2758620689655172,0,0,0,492,0.0295194096118077,0.0356265356265356,0.2758620689655172,3.8620689655172415,3.406339818511973,0.2413211594531655,0.0,0.6604938271604939,2.0,0.1129032258064516,1.0,28.010342279414235,29.26528118707866,-0.0441066571010073,27.03448275862069,-2.381755109628585,18.209611398145903,0.0,0.0058997050147492,0.8620689655172413,0.754863813229572
GBR,1992,23,29,371,13,Great Britain,5,3,12,20,Spain,0.25,0,0,0,609,0.0365392692146157,0.0245700245700245,0.25,5.6,2.865397480990929,0.1319040505446081,0.0833333333333333,0.63671875,2.0,0.0422801213123793,1.0,24.93269901695222,23.640683682505347,0.0180746822033898,22.209302325581397,-3.594367506273817,14.46820137602483,0.0344827586206896,0.0053908355795148,0.7931034482758621,0.7782101167315175
GBR,1992,23,29,371,32,Ireland,1,1,0,2,Spain,0.5,0,0,0,611,0.0366592668146637,0.0024570024570024,0.5,56.0,1.398562797762855,0.006718017240986,1.4615384615384617,0.63671875,2.0,0.0422801213123793,1.0,19.628014485333686,14.592130501977293,0.0,22.209302325581397,-43.6152988195929,2.4619219820291054,0.0344827586206896,0.0053908355795148,0.7931034482758621,0.7782101167315175
GER,1992,26,29,463,3,Germany,33,21,28,82,Spain,0.4024390243902439,0,0,0,337,0.0202195956080878,0.1007371007371007,0.4024390243902439,1.3658536585365857,4.012394981111413,0.6627200259808689,-0.8928571428571429,0.6217457886676876,2.0,0.0312339989759344,1.0,31.666053391430285,60.28154639614273,-0.1289391428391617,39.23529411764706,-0.1509008968096685,27.41943561331004,0.0,0.0345572354211663,0.896551724137931,0.9182879377431906
GHA,1992,4,29,34,54,Ghana,0,0,1,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,0.1581514801976851,0.0179874120033408,0.2558139534883721,0.902439024390244,1.1746031746031744,0.0009939459654829,0.7078651685393258,-5.528612164484167,2.202305849854836,0.0,1.0,-15.28093306288032,-3.884279918864096,0.0,0.5882352941176471,0.1379310344827586,0.0505836575875486
GRE,1992,17,29,70,26,Greece,2,0,0,2,Spain,1.0,0,0,0,69,0.0041399172016559,0.0024570024570024,1.0,56.0,,0.0134604503870513,-0.4347826086956521,0.7894736842105263,1.809523809523809,0.046078431372549,0.9130434782608696,15.047815222400011,5.426072590809835,0.0533625730994151,6.25,-32.212807881773394,-5.288842364532018,0.0,0.0142857142857142,0.5862068965517241,0.2062256809338521
HUN,1992,23,29,215,8,Hungary,11,12,7,30,Spain,0.3666666666666666,0,0,0,394,0.0236395272094558,0.0368550368550368,0.3666666666666666,3.733333333333333,2.779982340533148,0.3159022853815565,0.3333333333333333,0.6837606837606838,2.0,0.1003584229390681,1.0,25.544934640590768,30.773532699268856,-0.0622710622710622,18.925925925925927,-2.0282812082330928,12.63966378567822,0.0,0.0232558139534883,0.7931034482758621,0.6070038910505836
INA,1992,10,29,42,24,Indonesia,2,2,1,5,Spain,0.4,0,0,0,6,0.0003599928001439,0.0061425061425061,0.4,22.4,0.1349950854582328,0.1255255167200979,-0.3333333333333333,0.5882352941176471,1.809523809523809,0.046078431372549,0.9130434782608696,8.806076521811004,6.049589643718502,-0.1792065663474692,3.888888888888889,-7.260262725779968,0.5441434044882318,0.0,0.0238095238095238,0.3448275862068966,0.11284046692607
IRI,1992,6,29,36,44,Iran,0,1,2,3,Spain,0.0,0,0,0,33,0.0019799604007919,0.0036855036855036,0.0,37.333333333333336,0.0361752762012022,0.0925426808654495,0.2222222222222222,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.7288970950452058,4.424834582132148,0.0,4.764705882352941,-7.433908045977011,1.1051217038539551,0.0,0.0277777777777777,0.2068965517241379,0.1400778210116731
IRL,1992,12,29,58,32,Ireland,1,1,0,2,Spain,0.5,0,0,0,15,0.0008999820003599,0.0024570024570024,0.5,56.0,,0.017526753864447,-0.0303030303030303,0.8051948051948052,1.6825396825396823,0.0422801213123793,0.863013698630137,8.175522974806944,-2.4724949769586404,0.1688311688311689,2.7142857142857144,-22.72413793103448,-4.917241379310344,0.0,0.0344827586206896,0.4137931034482758,0.1828793774319066
ISR,1992,10,29,30,48,Israel,0,1,1,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,,0.0395356321839079,0.0,0.7954545454545454,1.1746031746031744,0.0009939459654829,0.7078651685393258,5.925277847702963,3.137359908324713,,2.2857142857142856,-18.898850574712647,-4.069655172413794,0.0,0.0666666666666666,0.3448275862068966,0.1634241245136186
ITA,1992,26,29,304,12,Italy,6,5,8,19,Spain,0.3157894736842105,0,0,0,399,0.0239395212095758,0.0233415233415233,0.3157894736842105,5.894736842105263,3.383212422628946,0.155338040158466,0.2,0.7517401392111369,2.0,0.1466973886328725,1.0,28.63574167753216,21.39510235199417,-0.0557464918049058,23.074074074074076,-4.325884754990925,14.85408642535457,0.0,0.0098684210526315,0.896551724137931,0.6575875486381323
JAM,1992,5,29,36,38,Jamaica,0,3,1,4,Spain,0.0,0,0,0,24,0.0014399712005759,0.0049140049140049,0.0,28.0,0.0495836628722625,0.1372836845466155,0.1176470588235294,0.5294117647058824,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.4145606646043565,1.784319837241438,-0.0828331332533013,5.3125,-4.544061302681993,2.3555316091954017,0.0,0.0833333333333333,0.1724137931034483,0.0894941634241245
JPN,1992,24,29,256,17,Japan,3,8,11,22,Spain,0.1363636363636363,0,0,0,268,0.0160796784064318,0.027027027027027,0.1363636363636363,5.090909090909091,3.035266653330486,0.2103212343413254,0.2142857142857142,0.6785714285714286,1.9365079365079363,0.0895545314900153,0.9692307692307692,26.363847834845703,18.81956596284545,0.001386962552011,22.09090909090909,-3.299642437304075,14.47374363244514,0.0,0.01171875,0.8275862068965517,0.6303501945525292
KEN,1992,5,29,49,21,Kenya,2,4,2,8,Spain,0.25,0,0,0,39,0.0023399532009359,0.0098280098280098,0.25,14.0,0.1276876153679817,0.2533065687705276,0.6153846153846154,0.8363636363636363,1.809523809523809,0.046078431372549,0.9130434782608696,1.989416506206571,9.824758649872908,-0.0954545454545454,8.76923076923077,-2.078114004222379,5.515027337194825,0.0,0.0204081632653061,0.1724137931034483,0.11284046692607
KOR,1992,24,29,225,7,South Korea,12,5,12,29,Spain,0.4137931034482758,1,0,0,99,0.0059398812023759,0.0356265356265356,0.4137931034482758,3.8620689655172415,2.8543358730459665,0.2794443248441138,0.75,0.7080745341614907,2.0,0.0875576036866359,1.0,26.08381253944604,23.261863731347653,0.0692360586623981,17.647058823529413,-2.2397199101598626,11.68102520342263,0.0555555555555555,0.0044444444444444,0.8275862068965517,0.5058365758754864
LAT,1992,13,29,34,40,Latvia,0,2,1,3,Spain,0.0,0,0,0,6,0.0003599928001439,0.0036855036855036,0.0,37.333333333333336,,0.0600243855148549,0.6666666666666666,0.725,1.1746031746031744,0.0009939459654829,0.7078651685393258,9.99898143864681,4.345359528850823,-0.275,2.375,-16.199121027721432,-3.197236308316429,0.0,0.0294117647058823,0.4482758620689655,0.1206225680933852
LTU,1992,11,29,47,34,Lithuania,1,0,1,2,Spain,0.5,0,0,0,2,0.0001199976000479,0.0024570024570024,0.5,56.0,,0.0267729585863473,0.0,0.7777777777777778,1.6825396825396823,0.0422801213123793,0.863013698630137,6.945984680832156,3.3268176101978684,,3.625,-20.81951577402788,-3.708354732208364,0.0,0.0638297872340425,0.3793103448275862,0.1206225680933852
MAR,1992,7,29,44,31,Morocco,1,1,1,3,Spain,0.3333333333333333,0,0,0,9,0.0005399892002159,0.0036855036855036,0.3333333333333333,37.333333333333336,-0.0885127427798882,0.0612295169563977,0.1071428571428571,0.9777777777777776,1.6825396825396823,0.0422801213123793,0.863013698630137,3.01057411228463,4.185434611703784,0.1157088122605363,2.272727272727273,-8.701933124346919,-1.0196708463949846,0.0,0.3636363636363636,0.2413793103448276,0.0933852140077821
MAS,1992,6,29,26,54,Malaysia,0,0,1,1,Spain,0.0,0,0,0,1,5.999880002399952e-05,0.0012285012285012,0.0,112.0,0.1770868307530312,0.0178405767530435,0.0,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-2.524574286363478,2.1570733976187144,,2.1666666666666665,-22.92705570291777,-5.361450044208663,0.0,0.6153846153846154,0.2068965517241379,0.0389105058365758
MEX,1992,18,29,102,49,Mexico,0,1,0,1,Spain,0.0,0,0,0,40,0.0023999520009599,0.0012285012285012,0.0,112.0,,-0.008071265693566,0.1136363636363636,0.7285714285714285,1.1746031746031744,0.0009939459654829,0.7078651685393258,12.226371514569742,3.3298131248064315,-0.0700396825396826,3.4761904761904763,-68.8867478025693,-18.232691007437456,0.0,0.0196078431372549,0.6206896551724138,0.2762645914396887
MGL,1992,8,29,33,52,Mongolia,0,0,2,2,Spain,0.0,0,0,0,13,0.0007799844003119,0.0024570024570024,0.0,56.0,-0.7252677063920836,0.0426755010924289,0.1304347826086956,0.7894736842105263,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.136194140148599,2.8999011163827104,0.0082236842105263,2.25,-15.111807732497384,-2.958542319749215,0.0,0.0303030303030303,0.2758620689655172,0.1206225680933852
NAM,1992,3,29,6,41,Namibia,0,2,0,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,0.0004644343665756,0.3264367816091954,0.0,0.7,1.1746031746031744,0.0009939459654829,0.7078651685393258,-0.2174818875022675,2.42396501780602,,2.0,-5.356321839080456,-0.2068965517241368,0.0,0.1666666666666666,0.1034482758620689,0.0350194552529182
